pod,queue_sec,jct_sec
ph-application-1508364558011-45015-f9fvv,1771.0,1782.0
ph-application-1508364558011-45037-mshgz,1773.0,1784.0
ph-application-1508364558011-45072-sr7g7,1771.0,1787.0
ph-application-1508364558011-45136-jsfmv,1770.0,1776.0
ph-application-1508364558011-45170-2cvhq,1768.0,1774.0
ph-application-1508364558011-45210-xb852,1770.0,1781.0
ph-application-1508364558011-45216-v98l7,1769.0,1780.0
ph-application-1508364558011-45217-wl6gq,1871.0,1872.0
ph-application-1508364558011-45374-qg27h,1769.0,1781.0
ph-application-1508364558011-45431-6t6gr,1767.0,1789.0
ph-application-1508364558011-45486-xblw2,1766.0,1787.0
ph-application-1508364558011-45494-p989s,1767.0,1784.0
ph-application-1508364558011-45546-8x9jp,1766.0,1823.0
ph-application-1508364558011-45574-xsjkm,1768.0,1845.0
ph-application-1508364558011-45581-ljn9p,1766.0,1833.0
ph-application-1508364558011-45614-c298q,1765.0,1832.0
ph-application-1508364558011-45626-5jlkh,1767.0,1824.0
ph-application-1508364558011-45649-pm957,1774.0,1780.0
ph-application-1508364558011-45659-l42ps,1774.0,1980.0
ph-application-1508364558011-45712-mqrcr,1772.0,1778.0
ph-application-1508364558011-45733-9fwbx,1849.0,1851.0
ph-application-1508364558011-45741-w5kn4,1776.0,1922.0
ph-application-1508364558011-45775-d5sdb,1820.0,1827.0
ph-application-1508364558011-45778-kkv6b,1773.0,1779.0
ph-application-1508364558011-45831-b576k,1780.0,1786.0
ph-application-1508364558011-46093-fxfh4,1787.0,1793.0
ph-application-1508364558011-46168-55nll,1841.0,1848.0
ph-application-1508364558011-46181-9rwj7,1792.0,1798.0
ph-application-1508364558011-46186-cc79n,2022.0,2028.0
ph-application-1508364558011-46191-wq248,1792.0,1798.0
ph-application-1508364558011-46214-knjfc,1795.0,1801.0
ph-application-1508364558011-46241-q4p8p,1796.0,1802.0
ph-application-1508364558011-46269-vrc9p,2023.0,2029.0
ph-application-1508364558011-46364-pjvtt,2030.0,2051.0
ph-application-1508364558011-46396-sz98n,1792.0,1823.0
ph-application-1508364558011-46466-9xf2g,1794.0,1801.0
ph-application-1508364558011-46488-jlg8g,2048.0,2055.0
ph-application-1508364558011-46540-lnzn7,1794.0,1800.0
ph-application-1508364558011-46615-hksgz,1798.0,1804.0
ph-application-1508364558011-46637-hr6q7,1797.0,1804.0
ph-application-1508364558011-46665-l65rn,1823.0,1850.0
ph-application-1508364558011-46696-45sjv,1851.0,1858.0
ph-application-1508364558011-46744-wx8bz,2045.0,2172.0
ph-application-1508364558011-46796-zjr6h,1790.0,1796.0
ph-application-1508364558011-46834-88rjc,1788.0,1794.0
ph-application-1508364558011-46991-zkj85,1789.0,1795.0
ph-application-1508364558011-47041-5mzgp,1852.0,1858.0
ph-application-1508364558011-47090-6pzjt,1796.0,1802.0
ph-application-1508364558011-47101-kwlmk,1798.0,1804.0
ph-application-1508364558011-47107-6wm8t,1802.0,1808.0
ph-application-1508364558011-47170-cfdhh,1803.0,1835.0
ph-application-1508364558011-47184-2x954,1808.0,1815.0
ph-application-1508364558011-47271-r7bdp,1816.0,1958.0
ph-application-1508364558011-47305-868ck,1833.0,1839.0
ph-application-1508364558011-47345-lrm8c,1841.0,1902.0
ph-application-1508364558011-47362-k6gbf,1844.0,1850.0
ph-application-1508364558011-47419-zwg27,1852.0,1858.0
ph-application-1508364558011-47478-npkzm,1850.0,1961.0
ph-application-1508364558011-47502-bzk4k,1848.0,1854.0
ph-application-1508364558011-47521-gq94j,1846.0,1917.0
ph-application-1508364558011-47539-vgmfx,1848.0,1854.0
ph-application-1508364558011-47621-prp4w,1852.0,1858.0
ph-application-1508364558011-47640-pt85f,1850.0,1856.0
ph-application-1508364558011-47645-w7vr9,1852.0,1858.0
ph-application-1508364558011-47660-dwtz2,1856.0,1862.0
ph-application-1508364558011-47714-qsgkr,1854.0,1860.0
ph-application-1508364558011-47803-4jlp4,1856.0,1862.0
