pod,queue_sec,jct_sec
ph-application-1508364558011-44480-p7hp9,611.0,617.0
ph-application-1508364558011-44524-xnpnz,587.0,594.0
ph-application-1508364558011-44573-kxptq,586.0,597.0
ph-application-1508364558011-44581-bl56q,584.0,595.0
ph-application-1508364558011-44605-fcjl4,587.0,603.0
ph-application-1508364558011-44634-v8zn7,595.0,607.0
ph-application-1508364558011-44636-6kmsk,594.0,610.0
ph-application-1508364558011-44653-z9mrx,602.0,613.0
ph-application-1508364558011-44655-gtxvk,606.0,613.0
ph-application-1508364558011-44676-6prqd,604.0,621.0
ph-application-1508364558011-44716-clf4l,602.0,614.0
ph-application-1508364558011-44846-bl7qt,626.0,628.0
ph-application-1508364558011-44851-v884n,598.0,605.0
ph-application-1508364558011-44913-dvtl8,596.0,608.0
ph-application-1508364558011-44942-2fljj,594.0,616.0
ph-application-1508364558011-44951-24fcn,597.0,603.0
ph-application-1508364558011-45015-7rmhl,600.0,612.0
ph-application-1508364558011-45037-h5jm6,598.0,610.0
ph-application-1508364558011-45072-t9l54,597.0,613.0
ph-application-1508364558011-45136-6xnz8,600.0,606.0
ph-application-1508364558011-45170-d4w27,598.0,604.0
ph-application-1508364558011-45210-z4jvm,596.0,607.0
ph-application-1508364558011-45216-8mqzl,599.0,610.0
ph-application-1508364558011-45217-sjnnz,608.0,609.0
ph-application-1508364558011-45374-kchvv,600.0,612.0
ph-application-1508364558011-45431-nrcf8,604.0,625.0
ph-application-1508364558011-45486-znf2q,602.0,623.0
ph-application-1508364558011-45494-mpn9w,605.0,622.0
ph-application-1508364558011-45546-thjz4,603.0,660.0
ph-application-1508364558011-45574-pr85h,601.0,678.0
ph-application-1508364558011-45581-mkrgx,599.0,666.0
ph-application-1508364558011-45614-pwt9h,597.0,664.0
ph-application-1508364558011-45626-5qpc4,600.0,656.0
ph-application-1508364558011-45649-vxs8s,614.0,621.0
ph-application-1508364558011-45659-xk86m,612.0,819.0
ph-application-1508364558011-45712-hc9kd,610.0,617.0
ph-application-1508364558011-45733-rxbrl,768.0,769.0
ph-application-1508364558011-45741-c5xfb,617.0,763.0
ph-application-1508364558011-45775-f4hqw,647.0,653.0
ph-application-1508364558011-45778-cr7qg,613.0,619.0
ph-application-1508364558011-45831-n4wx5,622.0,628.0
ph-application-1508364558011-46093-l4cvt,630.0,636.0
ph-application-1508364558011-46168-4dkq4,762.0,768.0
ph-application-1508364558011-46181-96vq7,637.0,643.0
ph-application-1508364558011-46186-9bn6m,1951.0,1957.0
ph-application-1508364558011-46191-fnvkv,638.0,644.0
ph-application-1508364558011-46214-fsvfx,636.0,642.0
ph-application-1508364558011-46241-nb9hf,639.0,646.0
ph-application-1508364558011-46269-8b6vk,1954.0,1960.0
ph-application-1508364558011-46364-sg5mm,1963.0,1984.0
ph-application-1508364558011-46396-cxm8k,634.0,665.0
ph-application-1508364558011-46466-ptqrf,632.0,638.0
ph-application-1508364558011-46488-m9b4c,1983.0,1989.0
ph-application-1508364558011-46540-s72bf,633.0,639.0
ph-application-1508364558011-46615-m9jlz,631.0,637.0
ph-application-1508364558011-46637-zfd4c,629.0,635.0
ph-application-1508364558011-46665-rb9pr,744.0,770.0
ph-application-1508364558011-46696-8898f,774.0,780.0
ph-application-1508364558011-46744-9wgzs,1982.0,2108.0
ph-application-1508364558011-46796-v855z,626.0,633.0
ph-application-1508364558011-46834-svwrh,624.0,631.0
ph-application-1508364558011-46991-k72sg,628.0,634.0
ph-application-1508364558011-47041-tmvjn,775.0,781.0
ph-application-1508364558011-47090-m8hxc,624.0,630.0
ph-application-1508364558011-47101-5q859,622.0,628.0
ph-application-1508364558011-47107-sgmqh,625.0,631.0
ph-application-1508364558011-47170-8pk85,623.0,654.0
ph-application-1508364558011-47184-mhqvq,626.0,633.0
ph-application-1508364558011-47271-vpcpg,624.0,766.0
ph-application-1508364558011-47305-76t4t,622.0,629.0
