ts,gpu_util_avg,gpu_mem_used_mib,n_gpu,alloc_used,alloc_pct,pending_gpu_pods,running_gpu_pods
2026-06-11T08:07:35.665256+00:00,0.0,0.0,8,0,0.0,1,0
2026-06-11T08:07:38.815288+00:00,0.0,0.0,8,2,25.0,3,2
2026-06-11T08:07:42.126188+00:00,0.0,0.0,8,2,25.0,3,2
2026-06-11T08:07:45.281125+00:00,0.0,0.0,8,5,62.5,1,5
2026-06-11T08:07:48.472155+00:00,0.0,0.0,8,5,62.5,2,5
2026-06-11T08:07:51.654849+00:00,0.0,0.0,8,3,37.5,5,3
2026-06-11T08:07:54.825398+00:00,0.0,0.0,8,5,62.5,6,2
2026-06-11T08:07:58.002314+00:00,0.0,0.0,8,5,62.5,9,2
2026-06-11T08:08:01.212827+00:00,0.0,0.0,8,8,100.0,6,5
2026-06-11T08:08:04.405494+00:00,0.0,0.0,8,8,100.0,6,5
2026-06-11T08:08:08.115813+00:00,0.0,0.0,8,3,37.5,7,3
2026-06-11T08:08:11.277199+00:00,0.0,0.0,8,5,62.5,4,4
2026-06-11T08:08:14.472933+00:00,0.0,0.0,8,8,100.0,1,7
2026-06-11T08:08:17.642829+00:00,0.0,0.0,8,8,100.0,3,7
2026-06-11T08:08:20.807454+00:00,0.0,0.0,8,3,37.5,3,3
2026-06-11T08:08:23.995943+00:00,0.0,0.0,8,7,87.5,1,6
2026-06-11T08:08:27.264343+00:00,0.0,0.0,8,4,50.0,1,3
2026-06-11T08:08:30.436618+00:00,0.0,0.0,8,4,50.0,2,3
2026-06-11T08:08:33.604926+00:00,0.0,0.0,8,7,87.5,0,6
2026-06-11T08:08:36.770120+00:00,0.0,0.0,8,3,37.5,0,3
2026-06-11T08:08:39.946832+00:00,0.0,0.0,8,3,37.5,2,3
2026-06-11T08:08:43.145577+00:00,0.0,0.0,8,3,37.5,3,3
2026-06-11T08:08:46.308511+00:00,0.0,0.0,8,5,62.5,3,2
2026-06-11T08:08:49.480214+00:00,0.0,0.0,8,7,87.5,3,4
2026-06-11T08:08:52.739556+00:00,0.0,0.0,8,7,87.5,2,4
2026-06-11T08:08:55.975119+00:00,0.0,0.0,8,3,37.5,4,3
2026-06-11T08:08:59.179962+00:00,0.0,0.0,8,3,37.5,7,3
2026-06-11T08:09:02.353606+00:00,0.0,0.0,8,6,75.0,2,6
2026-06-11T08:09:05.534215+00:00,0.0,0.0,8,6,75.0,1,6
