pod,queue_sec,jct_sec
ph-application-1508364558011-11050-9pgsx,833.0,834.0
ph-application-1508364558011-11383-ffhd7,51.0,62.0
ph-application-1508364558011-11467-hwzqz,58.0,70.0
ph-application-1508364558011-11653-98lkg,58.0,70.0
ph-application-1508364558011-11688-k85pf,58.0,70.0
ph-application-1508364558011-11825-pjgpg,55.0,67.0
ph-application-1508364558011-12215-jp6j7,60.0,71.0
ph-application-1508364558011-12238-9cwd2,60.0,71.0
ph-application-1508364558011-12399-bd5dz,59.0,71.0
ph-application-1508364558011-12466-ccd4v,59.0,71.0
ph-application-1508364558011-12878-zpthj,65.0,77.0
ph-application-1508364558011-12968-tmhn5,62.0,74.0
ph-application-1508364558011-12997-l84sn,62.0,74.0
ph-application-1508364558011-1305-t7sv2,172.0,183.0
ph-application-1508364558011-13117-4nc8s,64.0,75.0
ph-application-1508364558011-13246-xttbx,62.0,73.0
ph-application-1508364558011-13268-6r9dg,72.0,83.0
ph-application-1508364558011-13346-5vxnl,58.0,69.0
ph-application-1508364558011-13460-qfbl7,71.0,72.0
ph-application-1508364558011-13613-c9zrn,53.0,64.0
ph-application-1508364558011-13628-mg887,74.0,85.0
ph-application-1508364558011-13900-j5gbf,76.0,77.0
ph-application-1508364558011-13952-v7vn4,71.0,82.0
ph-application-1508364558011-13990-8h9gv,70.0,81.0
ph-application-1508364558011-14119-2qnms,80.0,91.0
ph-application-1508364558011-14122-rq5mz,80.0,91.0
ph-application-1508364558011-1424-pxnfh,925.0,926.0
ph-application-1508364558011-14341-hfd49,79.0,90.0
ph-application-1508364558011-14498-jb4kn,81.0,82.0
ph-application-1508364558011-14620-x6qn6,75.0,76.0
ph-application-1508364558011-14969-phw9c,73.0,84.0
ph-application-1508364558011-14972-r5b8h,78.0,90.0
ph-application-1508364558011-14987-j2fvb,77.0,89.0
ph-application-1508364558011-14996-x8nj7,78.0,89.0
ph-application-1508364558011-15015-j4dhd,78.0,79.0
ph-application-1508364558011-15263-4jz4c,83.0,94.0
ph-application-1508364558011-15504-45gf2,78.0,79.0
ph-application-1508364558011-15538-bk5dw,77.0,89.0
ph-application-1508364558011-15570-59ts5,86.0,88.0
ph-application-1508364558011-15611-djbqw,75.0,86.0
ph-application-1508364558011-15820-2p4mb,88.0,89.0
ph-application-1508364558011-15870-slgrf,75.0,76.0
ph-application-1508364558011-15896-9r4rz,75.0,86.0
ph-application-1508364558011-16113-8qvdt,82.0,93.0
ph-application-1508364558011-16134-crx8j,82.0,93.0
ph-application-1508364558011-16219-xk25m,86.0,97.0
ph-application-1508364558011-16304-tfhbq,81.0,93.0
ph-application-1508364558011-16339-qmw4q,85.0,96.0
ph-application-1508364558011-16356-z64b9,96.0,107.0
ph-application-1508364558011-16517-js44r,95.0,106.0
ph-application-1508364558011-1678-579vr,251.0,262.0
ph-application-1508364558011-16849-5txqx,93.0,105.0
ph-application-1508364558011-17007-chtzr,88.0,100.0
ph-application-1508364558011-17014-llss4,87.0,89.0
ph-application-1508364558011-17064-kxznm,86.0,98.0
ph-application-1508364558011-17108-dx4kq,87.0,98.0
ph-application-1508364558011-17267-djcn6,90.0,101.0
ph-application-1508364558011-17339-jg5l5,94.0,95.0
ph-application-1508364558011-17632-jr6pk,89.0,100.0
ph-application-1508364558011-17655-czk97,89.0,100.0
ph-application-1508364558011-17904-4rmw6,90.0,102.0
ph-application-1508364558011-17945-hhdkx,89.0,101.0
ph-application-1508364558011-1804-lj55k,272.0,283.0
ph-application-1508364558011-18258-tdrvl,90.0,101.0
ph-application-1508364558011-18327-9wjqb,89.0,100.0
ph-application-1508364558011-18345-mq6g8,94.0,105.0
ph-application-1508364558011-18419-zfc4v,99.0,110.0
ph-application-1508364558011-18482-ljnt5,104.0,116.0
ph-application-1508364558011-18486-qhc5r,99.0,110.0
ph-application-1508364558011-18540-l2d4n,104.0,115.0
ph-application-1508364558011-18572-2vcwf,109.0,120.0
ph-application-1508364558011-1862-wz5sc,297.0,308.0
ph-application-1508364558011-18789-95cbw,113.0,124.0
ph-application-1508364558011-1883-dqk4n,303.0,314.0
ph-application-1508364558011-18922-j5hnf,738.0,749.0
ph-application-1508364558011-19128-jwhd2,113.0,124.0
ph-application-1508364558011-1934-hrq89,303.0,314.0
ph-application-1508364558011-19382-w84jx,104.0,115.0
ph-application-1508364558011-19441-fj2r8,109.0,120.0
ph-application-1508364558011-19579-6w82h,112.0,124.0
ph-application-1508364558011-19665-wnnpw,108.0,120.0
ph-application-1508364558011-19797-csxbw,112.0,123.0
ph-application-1508364558011-20195-vd7mz,110.0,121.0
ph-application-1508364558011-20217-2bf64,110.0,122.0
ph-application-1508364558011-20330-r6hsp,106.0,118.0
ph-application-1508364558011-20432-kx5gb,103.0,115.0
ph-application-1508364558011-20626-glcjr,103.0,114.0
ph-application-1508364558011-20627-qgcwj,108.0,120.0
ph-application-1508364558011-20810-bm5d4,104.0,115.0
ph-application-1508364558011-21060-85tk7,105.0,117.0
ph-application-1508364558011-21125-92rr2,102.0,114.0
ph-application-1508364558011-21187-92dkb,101.0,113.0
ph-application-1508364558011-21457-tsfdp,98.0,110.0
ph-application-1508364558011-21507-7wx5m,98.0,110.0
ph-application-1508364558011-21519-mpwtn,103.0,114.0
