policy,n,q_p50,q_p90,q_p99,q_max,sd_p50,sd_p90,sd_max,alloc_max,alloc_avg
sfqa,111586,548371.5,1354352.0,2406366.5,2583086.5,328.8921028466483,15532.72340425532,253242.8,100.0,98.45607847763083
sfqa-auto,111586,1213432.0,2041488.5,2149009.5,2190123.0,712.5623787976729,27500.07627118644,215809.4,100.0,98.43902030223087
