policy,n,q_p50,q_p90,q_p99,q_max,sd_p50,sd_p90,sd_max,alloc_max,alloc_avg
lucid,30168,0.0,197.27868130151182,25703.110294117592,3927612.5,1.0,1.1179674865946412,5612.857142857143,100.0,85.93154314550523
