pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-m46vh-3517775556,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-08 00:00:00+00:00,2024-03-06 01:00:00+00:00,2,27 days 01:00:00,4,75.40088736702134,A100,y
run-pipeline-gpu-kb27t-3379495359,task,PROJECT_17,ns-16904374776309414,,2024-02-08 00:00:00+00:00,2024-03-05 05:00:00+00:00,1,26 days 05:00:00,4,68.49939107692305,A100,y
run-pipeline-gpu-vxk4g-2272960119,task,PROJECT_17,ns-16904374776309414,,2024-04-23 16:00:00+00:00,2024-04-25 02:00:00+00:00,8,1 days 10:00:00,4,69.37933692946059,A100,y
run-pipeline-gpu-mzxmw-1728086594,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-05-11 05:00:00+00:00,2024-05-13 14:00:00+00:00,4,2 days 09:00:00,4,70.84213703703708,A100,y
run-pipeline-gpu-fnld8-991320353,task,PROJECT_17,ns-16904374776309414,,2024-04-25 08:00:00+00:00,2024-04-25 16:00:00+00:00,4,0 days 08:00:00,4,67.42975059523809,A100,n
run-pipeline-gpu-dwdpk-1858045587,task,PROJECT_1,ns-16904458533318198,TEAM_2,2024-05-02 01:00:00+00:00,2024-05-03 02:00:00+00:00,4,1 days 01:00:00,1,0.0,A30,y
run-pipeline-gpu-2zm9z-2928502513,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-02-20 01:00:00+00:00,2024-02-22 00:00:00+00:00,1,1 days 23:00:00,1,0.0,A30,y
run-pipeline-gpu-sbk8h-2282085431,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-05-14 00:00:00+00:00,2024-05-19 10:00:00+00:00,4,5 days 10:00:00,1,0.0,A100,y
run-pipeline-gpu-n8z87-2676103458,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-04-29 23:00:00+00:00,2024-05-09 14:00:00+00:00,4,9 days 15:00:00,1,0.0,A100,y
run-pipeline-gpu-t7dvb-3880253144,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-27 08:00:00+00:00,2024-03-27 10:00:00+00:00,7,0 days 02:00:00,1,0.0,A100,y
run-pipeline-gpu-5rxcj-280418497,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-08 00:00:00+00:00,2024-02-16 00:00:00+00:00,8,8 days 00:00:00,4,75.83887563510379,A100,y
run-pipeline-gpu-vj5n4-2599679878,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-05-14 00:00:00+00:00,2024-05-15 00:00:00+00:00,4,1 days 00:00:00,4,74.48067361769358,A100,y
run-pipeline-gpu-t8f9p-304554660,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-04-01 01:00:00+00:00,2024-04-04 09:00:00+00:00,7,3 days 08:00:00,1,0.0,A100,y
run-pipeline-gpu-fsvst-120632241,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-02-08 00:00:00+00:00,2024-03-05 05:00:00+00:00,4,26 days 05:00:00,1,0.0,A100,n
run-pipeline-gpu-b7drh-3444738588,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-04-25 10:00:00+00:00,2024-05-20 00:00:00+00:00,8,24 days 14:00:00,1,0.0,A100,y
run-pipeline-gpu-b7kcj-3614906754,task,PROJECT_1,ns-16904458533318198,TEAM_2,2024-03-06 11:00:00+00:00,2024-03-07 05:00:00+00:00,4,0 days 18:00:00,5,100.0,A100,y
run-pipeline-gpu-cwpcn-377226272,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-02-08 06:00:00+00:00,2024-02-08 16:00:00+00:00,8,0 days 10:00:00,3,48.15248153846154,A100,n
run-pipeline-gpu-ff44j-3079852243,task,PROJECT_1,ns-16904458533318198,,2024-03-06 11:00:00+00:00,2024-03-07 05:00:00+00:00,1,0 days 18:00:00,1,0.0,A100,n
run-pipeline-gpu-jk789-511130492,task,PROJECT_1,ns-16904458533318198,,2024-03-07 06:00:00+00:00,2024-05-06 08:00:00+00:00,4,60 days 02:00:00,1,0.0,A100,n
run-pipeline-gpu-pzqs7-1201351252,task,PROJECT_4,ns-16904413105821052,TEAM_4,2024-03-11 05:00:00+00:00,2024-03-12 05:00:00+00:00,1,1 days 00:00:00,1,0.5572149999999995,A30,y
run-pipeline-gpu-2g9n4-268950333,task,PROJECT_1,ns-16904458533318198,TEAM_2,2024-05-08 03:00:00+00:00,2024-05-09 05:00:00+00:00,4,1 days 02:00:00,1,0.1735333333333333,A100,y
run-pipeline-gpu-sq4js-4215513372,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-28 02:00:00+00:00,2024-03-28 11:00:00+00:00,6,0 days 09:00:00,2,29.639472,A100,y
run-pipeline-gpu-xnpsz-830121636,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-07 06:00:00+00:00,2024-05-06 08:00:00+00:00,1,60 days 02:00:00,2,34.49949019274378,A100,y
run-pipeline-gpu-lq5c6-4242495716,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-28 04:00:00+00:00,2024-02-28 05:00:00+00:00,7,0 days 01:00:00,4,79.28603934681178,A100,n
run-pipeline-gpu-hlx6w-1170047220,task,PROJECT_1,ns-16904458533318198,TEAM_2,2024-04-19 05:00:00+00:00,2024-04-20 05:00:00+00:00,1,1 days 00:00:00,1,0.0,A30,y
run-pipeline-gpu-lwm5h-203195454,task,PROJECT_1,ns-16904458533318198,TEAM_2,2024-05-11 05:00:00+00:00,2024-05-13 14:00:00+00:00,4,2 days 09:00:00,5,96.45448388059698,A100,n
run-pipeline-gpu-rm2rv-1167110538,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-20 06:00:00+00:00,2024-03-21 06:00:00+00:00,3,1 days 00:00:00,3,45.68188057851241,A30,n
run-pipeline-gpu-w4475-3615018934,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-04-10 02:00:00+00:00,2024-04-11 02:00:00+00:00,1,1 days 00:00:00,3,48.389502247191,A30,n
run-pipeline-gpu-6pclb-2524450674,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-06 11:00:00+00:00,2024-03-07 05:00:00+00:00,2,0 days 18:00:00,4,65.75052597402602,A100,y
run-pipeline-gpu-qmx54-2022652188,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-05-15 06:00:00+00:00,2024-05-16 06:00:00+00:00,2,1 days 00:00:00,2,31.79245072463769,A30,y
run-pipeline-gpu-6ql2z-47053424,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-29 11:00:00+00:00,2024-04-25 11:00:00+00:00,6,27 days 00:00:00,5,88.84465900000004,A100,y
run-pipeline-gpu-tz82p-1112139773,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-07 06:00:00+00:00,2024-05-09 21:00:00+00:00,2,63 days 15:00:00,5,80.98754064303374,A100,y
run-pipeline-gpu-4nkqq-346609950,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-04-19 01:00:00+00:00,2024-04-20 01:00:00+00:00,1,1 days 00:00:00,3,49.95098103044496,A30,y
run-pipeline-gpu-lf7vc-27533901,task,PROJECT_2,ns-16909377696061704,TEAM_1,2024-04-09 06:00:00+00:00,2024-04-22 08:00:00+00:00,1,13 days 02:00:00,5,80.61975326012343,A100,n
run-pipeline-gpu-99pnm-2110579444,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-06 11:00:00+00:00,2024-03-07 00:00:00+00:00,2,0 days 13:00:00,4,61.76040821917809,A100,y
run-pipeline-gpu-cxq25-2788092908,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-05-18 00:00:00+00:00,2024-05-19 00:00:00+00:00,4,1 days 00:00:00,5,98.23517346938772,A100,n
run-pipeline-gpu-4vp9q-2824256533,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-06 11:00:00+00:00,2024-03-07 00:00:00+00:00,8,0 days 13:00:00,5,97.1833469135803,A100,y
run-pipeline-gpu-4pbf4-2042923357,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-02-27 02:00:00+00:00,2024-02-28 02:00:00+00:00,1,1 days 00:00:00,1,0.9373641025641029,A30,y
run-pipeline-gpu-hdxcg-3799891687,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-03-08 02:00:00+00:00,2024-03-09 02:00:00+00:00,3,1 days 00:00:00,4,71.98893846153847,A30,y
run-pipeline-gpu-p57rk-1836437728,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-05-15 23:00:00+00:00,2024-05-16 23:00:00+00:00,1,1 days 00:00:00,3,54.16691594488183,A30,y
run-pipeline-gpu-986dx-1821147938,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-04-16 00:00:00+00:00,2024-04-25 11:00:00+00:00,4,9 days 11:00:00,3,46.23225827464791,A100,y
run-pipeline-gpu-pkn5k-2293202526,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-04-11 02:00:00+00:00,2024-04-16 09:00:00+00:00,3,5 days 07:00:00,1,0.0,A30,y
run-pipeline-gpu-nxw68-2238497002,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-04-16 10:00:00+00:00,2024-04-19 00:00:00+00:00,3,2 days 14:00:00,5,98.18592499999998,A30,y
run-pipeline-gpu-mbjlq-2199334477,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-03-11 09:00:00+00:00,2024-03-12 10:00:00+00:00,3,1 days 01:00:00,4,79.49801126760563,A30,y
run-pipeline-gpu-46rld-602076289,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-22 09:00:00+00:00,2024-03-23 09:00:00+00:00,4,1 days 00:00:00,5,97.15401,A30,y
run-pipeline-gpu-46s9c-67508572,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-05-19 10:00:00+00:00,2024-05-20 00:00:00+00:00,4,0 days 14:00:00,2,23.666215384615377,A100,n
run-pipeline-gpu-5brzp-577411358,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-08 00:00:00+00:00,2024-02-25 17:00:00+00:00,7,17 days 17:00:00,5,95.5050432125473,A100,y
run-pipeline-gpu-6tgb8-2521588706,task,PROJECT_13,ns-16904409679649498,,2024-03-04 03:00:00+00:00,2024-03-06 01:00:00+00:00,8,1 days 22:00:00,5,95.58256951813726,A100,y
run-pipeline-gpu-mcfj5-3790648592,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-24 09:00:00+00:00,2024-03-25 09:00:00+00:00,4,1 days 00:00:00,5,96.7028349480969,A30,y
run-pipeline-gpu-htrtb-3514714329,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-28 01:00:00+00:00,2024-02-28 02:00:00+00:00,3,0 days 01:00:00,4,72.12037400722024,A100,n
run-pipeline-gpu-q8vbq-2566611081,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-22 07:00:00+00:00,2024-03-06 01:00:00+00:00,8,12 days 18:00:00,1,0.0,A100,y
run-pipeline-gpu-7kdt4-947760339,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-05-14 00:00:00+00:00,2024-05-19 10:00:00+00:00,4,5 days 10:00:00,4,74.26258247422683,A100,y
run-pipeline-gpu-d4g2l-1314559116,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-08 00:00:00+00:00,2024-02-08 21:00:00+00:00,4,0 days 21:00:00,5,96.8216,A100,y
run-pipeline-gpu-9pkrt-881083773,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-19 03:00:00+00:00,2024-03-20 03:00:00+00:00,2,1 days 00:00:00,4,75.43938620689656,A100,n
run-pipeline-gpu-dt55x-1628821327,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-06 11:00:00+00:00,2024-03-07 00:00:00+00:00,8,0 days 13:00:00,4,75.6924838337182,A100,y
run-pipeline-gpu-mbfp8-2125459996,task,PROJECT_2,ns-16909377696061704,TEAM_1,2024-04-01 01:00:00+00:00,2024-05-20 00:00:00+00:00,4,48 days 23:00:00,4,74.1799421245421,A100,y
run-pipeline-gpu-sm76l-3164891348,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-19 03:00:00+00:00,2024-03-20 03:00:00+00:00,8,1 days 00:00:00,4,73.00023450704208,A100,n
run-pipeline-gpu-z4hc6-3142920312,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-26 02:00:00+00:00,2024-02-27 00:00:00+00:00,3,0 days 22:00:00,5,99.098683935743,A30,y
run-pipeline-gpu-zwfd5-1679737841,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-19 00:00:00+00:00,2024-02-21 00:00:00+00:00,2,2 days 00:00:00,1,14.2789234741784,A30,y
run-pipeline-gpu-5q9nj-652192610,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-05-07 00:00:00+00:00,2024-05-08 00:00:00+00:00,3,1 days 00:00:00,1,6.548392035398234,A30,n
run-pipeline-gpu-8th7f-3514670650,task,PROJECT_2,ns-16909377696061704,TEAM_1,2024-04-09 06:00:00+00:00,2024-04-22 08:00:00+00:00,2,13 days 02:00:00,5,81.3906361622698,A100,n
run-pipeline-gpu-lj484-3628558047,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-22 08:00:00+00:00,2024-02-29 08:00:00+00:00,7,7 days 00:00:00,5,80.25230062597802,A100,n
run-pipeline-gpu-4q4ks-962390192,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-05-08 10:00:00+00:00,2024-05-09 10:00:00+00:00,4,1 days 00:00:00,1,0.0,A30,y
run-pipeline-gpu-p6wm9-4237331130,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-05-10 02:00:00+00:00,2024-05-11 02:00:00+00:00,4,1 days 00:00:00,4,65.654024137931,A30,y
run-pipeline-gpu-2cnh8-111822940,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-04-04 09:00:00+00:00,2024-04-11 05:00:00+00:00,6,6 days 20:00:00,3,54.17801041666668,A100,y
run-pipeline-gpu-hndcn-327083716,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-08 00:00:00+00:00,2024-03-06 01:00:00+00:00,4,27 days 01:00:00,5,92.0407025830259,A100,y
run-pipeline-gpu-9tzlh-1719621050,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-02-17 04:00:00+00:00,2024-02-19 00:00:00+00:00,5,1 days 20:00:00,2,28.77252239925024,A100,y
run-pipeline-gpu-x8wqj-3920677999,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-18 05:00:00+00:00,2024-03-19 05:00:00+00:00,4,1 days 00:00:00,3,53.88705644171776,A30,n
run-pipeline-gpu-flk62-1199582912,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-14 02:00:00+00:00,2024-02-14 05:00:00+00:00,2,0 days 03:00:00,1,0.0,A30,n
run-pipeline-gpu-5pv6q-1924182953,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-04 06:00:00+00:00,2024-03-04 07:00:00+00:00,3,0 days 01:00:00,2,33.249382560296894,A30,y
run-pipeline-gpu-cznws-151652140,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-04-19 08:00:00+00:00,2024-04-21 05:00:00+00:00,7,1 days 21:00:00,2,28.37292769291036,A100,y
run-pipeline-gpu-p9ggm-216987153,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-04-22 02:00:00+00:00,2024-04-23 02:00:00+00:00,2,1 days 00:00:00,2,31.27976851211076,A30,y
run-pipeline-gpu-5fx6d-1307008704,task,PROJECT_2,ns-16909377696061704,TEAM_1,2024-02-28 20:00:00+00:00,2024-03-04 02:00:00+00:00,3,4 days 06:00:00,5,82.30537392959089,A100,n
run-pipeline-gpu-mtrnc-461812747,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-12 01:00:00+00:00,2024-03-15 01:00:00+00:00,3,3 days 00:00:00,5,91.63226933333334,A30,n
run-pipeline-gpu-82jgn-3511824822,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-02-13 03:00:00+00:00,2024-02-27 00:00:00+00:00,4,13 days 21:00:00,2,22.7114,A100,y
run-pipeline-gpu-rvpms-439587089,task,PROJECT_4,ns-16904413105821052,,2024-02-08 00:00:00+00:00,2024-02-08 08:00:00+00:00,4,0 days 08:00:00,1,0.0,A30,n
run-pipeline-gpu-mngfc-883818940,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-27 06:00:00+00:00,2024-03-27 07:00:00+00:00,6,0 days 01:00:00,5,96.75775852047558,A100,y
run-pipeline-gpu-wzvmv-3471391159,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-03-21 10:00:00+00:00,2024-03-22 10:00:00+00:00,3,1 days 00:00:00,4,70.09724745762712,A30,n
run-pipeline-gpu-95q2c-2234484543,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-04-25 16:00:00+00:00,2024-04-26 00:00:00+00:00,4,0 days 08:00:00,5,99.3342525062659,A100,n
run-pipeline-gpu-cj2dp-922712330,task,PROJECT_1,ns-16904458533318198,,2024-02-28 07:00:00+00:00,2024-03-03 15:00:00+00:00,4,4 days 08:00:00,2,32.6173,A100,n
run-pipeline-gpu-7956g-818070845,task,PROJECT_1,ns-16904458533318198,,2024-02-28 07:00:00+00:00,2024-03-03 15:00:00+00:00,5,4 days 08:00:00,1,12.667158823529409,A100,y
run-pipeline-gpu-p468s-2343969592,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-02-28 07:00:00+00:00,2024-03-04 02:00:00+00:00,7,4 days 19:00:00,1,0.0,A100,y
run-pipeline-gpu-mcm5b-2476492573,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-03-04 00:00:00+00:00,2024-03-06 01:00:00+00:00,4,2 days 01:00:00,4,72.49528101265822,A100,n
run-pipeline-gpu-mtvlb-2351174112,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-03-04 05:00:00+00:00,2024-03-06 01:00:00+00:00,7,1 days 20:00:00,4,78.15760833333333,A100,n
run-pipeline-gpu-cqvdx-3691269499,task,PROJECT_1,ns-16904458533318198,,2024-03-04 00:00:00+00:00,2024-03-06 01:00:00+00:00,5,2 days 01:00:00,4,77.79573863636365,A100,y
run-pipeline-gpu-5rmzk-3152839422,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-06 11:00:00+00:00,2024-03-07 00:00:00+00:00,7,0 days 13:00:00,5,92.47701158376944,A100,y
run-pipeline-gpu-lclbx-3893803466,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-03-06 11:00:00+00:00,2024-03-07 00:00:00+00:00,4,0 days 13:00:00,5,96.5697,A100,y
run-pipeline-gpu-dcqsc-909328375,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-04-06 13:00:00+00:00,2024-04-07 13:00:00+00:00,3,1 days 00:00:00,3,53.10361295652175,A30,y
run-pipeline-gpu-mgcww-1090067804,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-03-07 01:00:00+00:00,2024-03-07 05:00:00+00:00,4,0 days 04:00:00,1,0.0,A100,y
run-pipeline-gpu-764zd-3791762826,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-06 11:00:00+00:00,2024-03-07 00:00:00+00:00,5,0 days 13:00:00,4,69.57614358974357,A100,y
run-pipeline-gpu-r5dvd-3857918682,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-03-06 11:00:00+00:00,2024-03-07 00:00:00+00:00,7,0 days 13:00:00,5,92.5783,A100,y
run-pipeline-gpu-d85l2-3063364838,task,PROJECT_17,ns-16904374776309414,,2024-03-07 01:00:00+00:00,2024-03-07 02:00:00+00:00,7,0 days 01:00:00,5,91.6874730769231,A100,y
run-pipeline-gpu-76vz4-4096852664,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-04-29 07:00:00+00:00,2024-04-30 06:00:00+00:00,1,0 days 23:00:00,3,55.060162077922016,A30,y
run-pipeline-gpu-kzhj4-3456783790,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-05-12 13:00:00+00:00,2024-05-12 20:00:00+00:00,2,0 days 07:00:00,5,82.563354674221,A100,y
run-pipeline-gpu-df8n6-3960466275,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-19 07:00:00+00:00,2024-03-20 07:00:00+00:00,4,1 days 00:00:00,1,1.7142512048192764,A30,y
run-pipeline-gpu-qj97l-3470366462,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-08 00:00:00+00:00,2024-03-08 01:00:00+00:00,7,0 days 01:00:00,1,0.8758631016042792,A100,n
run-pipeline-gpu-2bswz-48392133,task,PROJECT_2,ns-16909377696061704,TEAM_1,2024-02-26 05:00:00+00:00,2024-02-26 23:00:00+00:00,4,0 days 18:00:00,5,82.80916236024831,A100,y
run-pipeline-gpu-fvrwg-3472182721,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-04-25 01:00:00+00:00,2024-04-26 01:00:00+00:00,2,1 days 00:00:00,1,0.0,A30,y
run-pipeline-gpu-6v8q5-424948519,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-04-23 08:00:00+00:00,2024-04-24 08:00:00+00:00,3,1 days 00:00:00,3,57.79706197654939,A30,y
run-pipeline-gpu-rbfz5-333215584,task,PROJECT_17,ns-16904374776309414,,2024-03-07 06:00:00+00:00,2024-03-25 02:00:00+00:00,4,17 days 20:00:00,1,0.0,A100,n
run-pipeline-gpu-cpthh-1789610334,task,PROJECT_1,ns-16904458533318198,TEAM_2,2024-03-25 05:00:00+00:00,2024-05-20 00:00:00+00:00,4,55 days 19:00:00,1,0.0,A100,y
run-pipeline-gpu-twzkn-2040448825,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-07 06:00:00+00:00,2024-05-06 08:00:00+00:00,4,60 days 02:00:00,1,0.0,A100,n
run-pipeline-gpu-zfggz-1842294677,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-05-17 05:00:00+00:00,2024-05-18 04:00:00+00:00,1,0 days 23:00:00,3,49.58440433526013,A30,y
run-pipeline-gpu-m2dbz-3270852346,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-22 06:00:00+00:00,2024-03-23 06:00:00+00:00,4,1 days 00:00:00,1,0.0,A30,n
run-pipeline-gpu-kszt7-3240447802,task,PROJECT_17,ns-16904374776309414,,2024-03-10 05:00:00+00:00,2024-03-14 20:00:00+00:00,7,4 days 15:00:00,2,21.805546666666665,A100,y
run-pipeline-gpu-59qgh-2221250367,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-03-15 07:00:00+00:00,2024-04-07 04:00:00+00:00,7,22 days 21:00:00,5,83.40266567164176,A100,y
run-pipeline-gpu-4tbc9-1774180843,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-27 08:00:00+00:00,2024-03-27 10:00:00+00:00,6,0 days 02:00:00,2,24.847087500000004,A100,y
run-pipeline-gpu-dlxcs-3750760639,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-04-21 10:00:00+00:00,2024-04-23 04:00:00+00:00,4,1 days 18:00:00,4,67.402875,A30,y
run-pipeline-gpu-t6dns-976891770,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-03-19 12:00:00+00:00,2024-04-08 20:00:00+00:00,8,20 days 08:00:00,1,0.0,A100,y
run-pipeline-gpu-z69vt-1590214906,task,PROJECT_17,ns-16904374776309414,TEAM_3,2024-02-28 05:00:00+00:00,2024-02-29 05:00:00+00:00,2,1 days 00:00:00,5,88.73320659898476,A30,n
run-pipeline-gpu-6kssc-4256735251,task,PROJECT_13,ns-16904409679649498,TEAM_1,2024-04-09 00:00:00+00:00,2024-04-21 19:00:00+00:00,8,12 days 19:00:00,5,89.89253333333335,A100,n
