ts,gpu_util_avg,gpu_mem_used_mib,n_gpu,alloc_used,alloc_pct,pending_gpu_pods,running_gpu_pods
2026-06-11T09:48:06.685977+00:00,0.0,0.0,8,0,0.0,1,0
2026-06-11T09:48:09.850127+00:00,0.0,0.0,8,3,37.5,2,3
2026-06-11T09:48:13.001537+00:00,0.0,0.0,8,5,62.5,0,5
2026-06-11T09:48:16.184299+00:00,0.0,0.0,8,5,62.5,0,5
2026-06-11T09:48:19.341872+00:00,0.0,0.0,8,4,50.0,0,4
2026-06-11T09:48:22.504964+00:00,0.0,0.0,8,2,25.0,2,2
2026-06-11T09:48:25.670786+00:00,0.0,0.0,8,3,37.5,1,3
2026-06-11T09:48:28.828380+00:00,0.0,0.0,8,8,100.0,0,5
2026-06-11T09:48:32.013068+00:00,0.0,0.0,8,8,100.0,0,5
2026-06-11T09:48:35.257479+00:00,0.0,0.0,8,6,75.0,2,3
2026-06-11T09:48:38.450671+00:00,0.0,0.0,8,7,87.5,1,4
2026-06-11T09:48:41.629380+00:00,0.0,0.0,8,4,50.0,2,4
2026-06-11T09:48:44.809151+00:00,0.0,0.0,8,8,100.0,0,7
2026-06-11T09:48:47.987726+00:00,0.0,0.0,8,6,75.0,1,5
2026-06-11T09:48:51.152894+00:00,0.0,0.0,8,6,75.0,1,5
2026-06-11T09:48:54.312171+00:00,0.0,0.0,8,5,62.5,0,4
2026-06-11T09:48:57.482998+00:00,0.0,0.0,8,4,50.0,0,3
2026-06-11T09:49:00.685256+00:00,0.0,0.0,8,4,50.0,1,3
2026-06-11T09:49:03.882480+00:00,0.0,0.0,8,3,37.5,1,3
2026-06-11T09:49:07.050764+00:00,0.0,0.0,8,3,37.5,0,3
2026-06-11T09:49:10.213337+00:00,0.0,0.0,8,3,37.5,2,3
2026-06-11T09:49:13.401972+00:00,0.0,0.0,8,7,87.5,0,4
2026-06-11T09:49:16.602351+00:00,0.0,0.0,8,6,75.0,0,3
2026-06-11T09:49:19.780563+00:00,0.0,0.0,8,8,100.0,0,5
2026-06-11T09:49:22.970242+00:00,0.0,0.0,8,2,25.0,2,2
2026-06-11T09:49:26.269740+00:00,0.0,0.0,8,4,50.0,2,4
2026-06-11T09:49:29.484990+00:00,0.0,0.0,8,8,100.0,0,8
2026-06-11T09:49:32.661003+00:00,0.0,0.0,8,7,87.5,0,7
2026-06-11T09:49:35.840880+00:00,0.0,0.0,8,5,62.5,0,5
2026-06-11T09:49:39.013124+00:00,0.0,0.0,8,3,37.5,0,3
2026-06-11T09:49:42.230108+00:00,0.0,0.0,8,4,50.0,1,1
