job_id,arrival_s,service_sec,gpu_count
ali-27d7c142bcf3a38f972c1c94-tensorflow#453810,188995.0,199.0,2
ali-ca7c042123380291d16a08d6-tensorflow#447914,189177.0,5227.0,1
ali-6f1c2e35541006cbd94cd9c0-tensorflow#503249,189185.0,272.0,1
ali-ddbfa61a6bf28791324ea282-worker#488131,189296.0,2922.0,10
ali-6c64393998347dfb43b2350e-ps#313300,189391.0,94.0,2
ali-669649ccd44d23f429d35461-tensorflow#434270,189481.0,230.0,1
ali-9cd961656fb2ab92815c2b43-xComputeWorker#175298,189759.0,541.0,1
ali-e733caace8428d3703d69bbd-tensorflow#476271,189782.0,64.0,1
ali-d5a4410c8a064bb550326636-worker#388485,189865.0,113.0,5
ali-d316c58760c33f7fd9f49eb6-tensorflow#132501,189924.0,74.0,1
ali-322302660349a9ec3d485ff9-xComputeWorker#63367,189945.0,433.0,1
ali-662bfac7b6d1c889294486cc-worker#529442,189973.0,43.0,1
ali-036ede0864870366f20423f6-worker#394657,190146.0,34.0,1
ali-1d719d510dbe8cb97e71987c-tensorflow#37248,190188.0,271.0,1
ali-7a2e04b2b5125ac537be1533-tensorflow#326493,190272.0,14.0,1
ali-5d99e714e34189968bab557d-tensorflow#336349,190439.0,24.0,1
ali-f9b432f18672afd6b607c333-PyTorchWorker#37622,190503.0,5331.0,1
ali-558e1ecae1a4250d8422d0c3-worker#479989,190521.0,34.0,1
ali-6cad86e311b1c6805b27ad4d-tensorflow#405673,190523.0,44.0,1
ali-8497cc236a57a67348c272b3-tensorflow#232969,190544.0,24.0,1
ali-0216b84eb206ac9c63bfdec7-tensorflow#236764,190598.0,34.0,1
ali-5ab1918b43bca27bcd8d0265-tensorflow#442759,190615.0,4559.0,1
ali-f2cb69faa3c311f46b128f0b-tensorflow#234037,190686.0,3092.0,1
ali-d2c3b031f0f5254ca6042d0b-worker#176353,190727.0,24.0,1
ali-f0488a11a905e0c0f86412b7-tensorflow#55451,190851.0,23.0,1
ali-076f35da4b94a2f632c4cee3-worker#385108,190853.0,50.0,1
ali-f0760f18764e07a98a0b9f81-worker#103279,190868.0,9207.0,20
ali-aff961b73c33fc1b9263ed86-PyTorchWorker#143817,190893.0,949.0,2
ali-e0010b08f91cca486d516c2c-xComputeWorker#11522,190909.0,667.0,1
ali-df34863ce78ce76b1a0f6a9d-PyTorchWorker#81220,190972.0,27455.0,1
ali-12cdbde1f0dded17b9b40938-PyTorchWorker#303472,190972.0,27229.0,1
ali-45535167c34e35995ab9f55c-worker#265751,191282.0,1017.0,15
ali-4131d8358e9da6b67c94fd2a-worker#340043,191336.0,2021.0,5
ali-331fa451c49ca8df355bdb2d-tensorflow#97986,191447.0,50.0,1
ali-64f646985b57eb2a547fb857-tensorflow#262515,191601.0,35.0,1
ali-b460ca0e6994997525cb16d9-tensorflow#380175,191703.0,34.0,1
ali-e48850ad06445633e3678b84-tensorflow#202219,191792.0,36.0,1
ali-10ea22613bcf00439f2f9f5d-tensorflow#346572,191802.0,1540.0,1
ali-3e99ba8e4078337463c18b4e-tensorflow#305207,192368.0,65.0,1
ali-2b61aad8248e5ec8c28b0c64-worker#503606,192993.0,3235.0,10
ali-221a267a9952134dc13a5712-tensorflow#76645,193050.0,24.0,1
ali-50a8c1dc2101c8badd917696-worker#538313,193333.0,166.0,4
ali-6d24ba998e221cddaa476807-worker#364655,193351.0,23382.0,50
ali-2bd38e584054f79848b35f64-tensorflow#61147,193713.0,46.0,1
ali-889d7f761957dc789bbdff32-tensorflow#397427,193734.0,54.0,1
ali-6ef5bf19075d323e60c53756-worker#491018,193749.0,939.0,50
ali-74b7094ae70a9d14276f8b58-worker#96032,193806.0,1407.0,12
ali-db38bdb9f2ebca94ba2363b2-tensorflow#67544,193816.0,177.0,1
ali-3cb3a40719966dfe2045b2fa-worker#412628,193987.0,1515.0,1
ali-80fdafbd7ac34b5fa00b832c-tensorflow#281110,194274.0,6686.0,1
ali-3ee618052d3d88a831583843-worker#254679,194359.0,1436.0,12
