policy,n,q_p50,q_p90,q_p99,q_max,sd_p50,sd_p90,sd_max,alloc_max,alloc_avg
fifo,48543,2404724.5,6615661.0,7208897.5,7308418.0,7612.844444444445,159014.77272727274,727595.4,100.0,90.39565284302473
sjf,62734,78.0,14344.0,6659787.0,20191032.0,1.1343757081350556,65.94545454545455,1506037.85,100.0,96.52380347774077
las,62734,30867.0,687073.5,10259555.5,18325946.0,86.70642201834862,6520.45,1822228.75,100.0,97.70251600034224
kueue,62734,30867.0,687073.5,10259555.5,18325946.0,86.70642201834862,6520.45,1822228.75,100.0,97.70251600034224
easy,62734,503765.5,3929835.5,6740564.5,8664350.0,1239.7248803827752,18932.125,843583.5,100.0,96.99492081596811
themis,62734,173.0,14986.0,6906038.0,18331089.5,1.25,61.96260786193672,1727832.0,100.0,96.76336481330901
sfqa,52623,1613336.0,5237664.5,7170643.0,7396434.5,5908.233840304182,88312.95,737811.6,100.0,91.612518909862
sfqa-auto,50466,2032412.5,5730385.0,6964200.5,7194495.0,6829.909090909091,119152.08823529411,716421.9,100.0,91.65274824594493
fgd,62734,30867.0,687073.5,10259555.5,18325946.0,86.70642201834862,6520.45,1822228.75,100.0,97.70251600034224
