policy,n,q_p50,q_p90,q_p99,q_max,sd_p50,sd_p90,sd_max,alloc_max,alloc_avg
fifo,48543,8685099.0,19719138.500000004,21220937.0,21455434.199999996,26961.429940119742,533014.5399999998,2143586.5799999996,100.0,92.05162858955883
sjf,62734,225.8000000002794,35150.89999999851,20529576.5,32382374.5,1.5381818182089113,125.44090909091756,3225966.6,100.0,97.17360583586795
las,62734,105833.70000000019,4118269.4000000022,23210517.900000006,32275050.60000001,365.4183669033474,24467.264310954066,3082881.110000001,100.0,97.806788687698
kueue,62734,105833.70000000019,4118269.4000000022,23210517.900000006,32275050.60000001,365.4183669033474,24467.264310954066,3082881.110000001,100.0,97.806788687698
easy,62734,574988.5000000028,6308305.8000000045,18172824.89999999,21490708.600000016,1522.9671766342174,21726.227500000015,2087194.2000000067,100.0,97.6260195073979
themis,62734,497.60000000009313,64726.0,19013052.49999997,32416807.799999975,2.4172413793403185,155.92679305412216,3078160.139999999,100.0,97.33793071147429
sfqa,50296,3404840.5,14149823.199999992,18982034.79999998,19479043.999999978,16619.128470254935,262685.52894736826,1947868.3299999982,100.0,92.88139317125619
sfqa-auto,49259,5272090.300000001,17667997.9,19343398.7,19907731.99999997,22005.150303030307,390705.8059999999,1985946.4800000004,100.0,92.51568199652316
fgd,62734,105833.70000000019,4118269.4000000022,23210517.900000006,32275050.60000001,365.4183669033474,24467.264310954066,3082881.110000001,100.0,97.806788687698
