job_id,arrival_time_s,duration_s,gpu_count,gpu_type,preemptible
ph-application_1504131676014_19331,1506229321.0,211.0,1,any,False
ph-application_1504131676014_19684,1506232007.0,188.0,1,any,False
ph-application_1504131676014_20000,1506234147.0,325.0,1,any,False
ph-application_1504131676014_20385,1506271850.0,218.0,1,any,False
ph-application_1504131676014_20533,1506286265.0,277.0,1,any,False
ph-application_1504131676014_20541,1506286317.0,68.0,1,any,False
ph-application_1504131676014_20549,1506286360.0,168.0,1,any,False
ph-application_1504131676014_20763,1506293741.0,73.0,1,any,False
ph-application_1504131676014_20771,1506293787.0,70.0,1,any,False
ph-application_1504131676014_20781,1506294163.0,549.0,1,any,False
ph-application_1504131676014_20801,1506296085.0,2276.0,1,any,False
ph-application_1504131676014_20842,1506298534.0,938.0,1,any,False
ph-application_1504131676014_20893,1506299309.0,936.0,1,any,False
ph-application_1504131676014_20919,1506300117.0,63.0,1,any,False
ph-application_1504131676014_21023,1506316317.0,83.0,1,any,False
ph-application_1504131676014_21132,1506333370.0,233.0,1,any,False
ph-application_1504131676014_21231,1506339717.0,66.0,1,any,False
ph-application_1504131676014_21390,1506358316.0,68.0,1,any,False
ph-application_1504131676014_21512,1506368161.0,1206.0,1,any,False
ph-application_1504131676014_21566,1506372718.0,146.0,1,any,False
ph-application_1504131676014_23053,1506463532.0,57.0,1,any,False
ph-application_1504131676014_23242,1506465717.0,67.0,1,any,False
ph-application_1504131676014_23573,1506473575.0,48.0,1,any,False
ph-application_1504131676014_23616,1506474130.0,47.0,1,any,False
ph-application_1504131676014_23696,1506474836.0,45.0,1,any,False
ph-application_1504131676014_23897,1506476436.0,51.0,1,any,False
ph-application_1504131676014_23959,1506476967.0,45.0,1,any,False
ph-application_1504131676014_24106,1506481369.0,61.0,1,any,False
ph-application_1504131676014_24139,1506481553.0,52.0,1,any,False
ph-application_1504131676014_24363,1506500322.0,55.0,1,any,False
ph-application_1504131676014_24470,1506503321.0,1003.0,1,any,False
ph-application_1504131676014_24504,1506506912.0,561.0,1,any,False
ph-application_1504131676014_24766,1506528380.0,671.0,1,any,False
ph-application_1504131676014_25217,1506596300.0,4406.0,1,any,False
ph-application_1506638472019_0016,1506608198.0,952.0,8,any,False
ph-application_1506638472019_0307,1506647515.0,73.0,1,any,False
ph-application_1506638472019_0419,1506651066.0,49.0,1,any,False
ph-application_1506638472019_0524,1506653548.0,50.0,1,any,False
ph-application_1506638472019_0631,1506654517.0,967.0,1,any,False
ph-application_1506638472019_0703,1506655135.0,46.0,1,any,False
ph-application_1506638472019_0912,1506657361.0,45.0,1,any,False
ph-application_1506638472019_1488,1506684665.0,3503.0,1,any,False
ph-application_1506638472019_1525,1506689227.0,70.0,1,any,False
ph-application_1506638472019_2189,1506785026.0,41.0,1,any,False
ph-application_1506638472019_2395,1506840719.0,80.0,1,any,False
ph-application_1506638472019_2421,1506849115.0,75.0,1,any,False
ph-application_1506638472019_2676,1506893817.0,2421.0,1,any,False
ph-application_1506638472019_2734,1506894055.0,2455.0,1,any,False
ph-application_1506638472019_3118,1506897921.0,2390.0,1,any,False
ph-application_1506638472019_3287,1506898663.0,2800.0,1,any,False
ph-application_1506638472019_3316,1506898788.0,2485.0,1,any,False
ph-application_1506638472019_3401,1506901374.0,2474.0,1,any,False
ph-application_1506638472019_3592,1506907563.0,3625.0,1,any,False
