job_id,arrival_time_s,duration_s,gpu_count,gpu_type,preemptible
ph-application_1506638472019_1683,1506708330.0,525.0,1,any,False
ph-application_1506638472019_1725,1506717717.0,65.0,1,any,False
ph-application_1506638472019_1764,1506723085.0,107312.0,8,any,False
ph-application_1506638472019_1769,1506723424.0,436.0,1,any,False
ph-application_1506638472019_1877,1506749515.0,74.0,1,any,False
ph-application_1506638472019_2017,1506783115.0,85.0,1,any,False
ph-application_1506638472019_2144,1506784750.0,12014.0,1,any,False
ph-application_1506638472019_2154,1506784791.0,11969.0,1,any,False
ph-application_1506638472019_2237,1506801635.0,741.0,1,any,False
ph-application_1506638472019_2289,1506812023.0,275.0,8,any,False
ph-application_1506638472019_2301,1506812560.0,122901.0,8,any,True
ph-application_1506638472019_2466,1506860519.0,178.0,1,any,False
ph-application_1506638472019_2598,1506891715.0,79.0,1,any,False
ph-application_1506638472019_2639,1506893474.0,2452.0,1,any,False
ph-application_1506638472019_2718,1506893996.0,2416.0,1,any,False
ph-application_1506638472019_2747,1506894099.0,2433.0,1,any,False
ph-application_1506638472019_2757,1506894137.0,2523.0,1,any,True
ph-application_1506638472019_2758,1506894146.0,2575.0,1,any,False
ph-application_1506638472019_2789,1506894289.0,2418.0,1,any,False
ph-application_1506638472019_2899,1506894803.0,2668.0,1,any,False
ph-application_1506638472019_2903,1506894826.0,2795.0,1,any,False
ph-application_1506638472019_2905,1506894829.0,2641.0,1,any,False
ph-application_1506638472019_2921,1506894907.0,2658.0,1,any,False
ph-application_1506638472019_2939,1506894985.0,3505.0,1,any,False
ph-application_1506638472019_2941,1506894989.0,2927.0,1,any,False
ph-application_1506638472019_2971,1506895148.0,2749.0,1,any,False
ph-application_1506638472019_2986,1506896516.0,71.0,1,any,False
ph-application_1506638472019_3026,1506897482.0,2609.0,1,any,False
ph-application_1506638472019_3031,1506897508.0,2460.0,1,any,False
ph-application_1506638472019_3050,1506897601.0,2439.0,1,any,False
ph-application_1506638472019_3057,1506897641.0,2419.0,1,any,False
ph-application_1506638472019_3064,1506897670.0,2429.0,1,any,False
ph-application_1506638472019_3102,1506897837.0,2616.0,1,any,False
ph-application_1506638472019_3211,1506898325.0,6128.0,1,any,True
ph-application_1506638472019_3240,1506898444.0,2424.0,1,any,False
ph-application_1506638472019_3329,1506898859.0,2389.0,1,any,False
ph-application_1506638472019_3379,1506901271.0,2481.0,1,any,False
ph-application_1506638472019_3406,1506901400.0,3047.0,1,any,False
ph-application_1506638472019_3511,1506901915.0,59.0,1,any,False
ph-application_1506638472019_3613,1506907669.0,2485.0,1,any,False
ph-application_1506638472019_3750,1506924115.0,90.0,1,any,False
ph-application_1506638472019_3819,1506934861.0,6845.0,1,any,False
ph-application_1506638472019_3966,1506944056.0,59969.0,8,any,True
ph-application_1506638472019_4179,1506964316.0,69.0,1,any,False
ph-application_1506638472019_4283,1506986515.0,72.0,1,any,False
ph-application_1506638472019_4299,1506990715.0,71.0,1,any,False
ph-application_1506638472019_4325,1506998515.0,71.0,1,any,False
ph-application_1506638472019_4437,1507018717.0,23.0,4,any,False
ph-application_1506638472019_4505,1507026395.0,29.0,1,any,False
ph-application_1506638472019_4513,1507028515.0,69.0,1,any,False
ph-application_1506638472019_4542,1507032600.0,108.0,8,any,True
ph-application_1506638472019_4584,1507036631.0,20.0,1,any,False
ph-application_1506638472019_4590,1507036632.0,47.0,1,any,False
ph-application_1506638472019_4722,1507040045.0,49.0,1,any,False
ph-application_1506638472019_4732,1507040356.0,1496.0,1,any,False
ph-application_1506638472019_4798,1507042276.0,15676.0,1,any,True
ph-application_1506638472019_4857,1507044005.0,4286.0,1,any,False
ph-application_1506638472019_4885,1507044079.0,3973.0,1,any,False
ph-application_1506638472019_4898,1507044132.0,4068.0,1,any,False
ph-application_1506638472019_4980,1507044420.0,4742.0,1,any,False
ph-application_1506638472019_5127,1507044740.0,4047.0,1,any,False
ph-application_1506638472019_5216,1507044914.0,4044.0,1,any,False
ph-application_1506638472019_5296,1507045075.0,3476.0,1,any,False
ph-application_1506638472019_5305,1507045096.0,5666.0,1,any,False
ph-application_1506638472019_5317,1507045119.0,2548.0,1,any,True
ph-application_1506638472019_5353,1507048915.0,69.0,1,any,False
ph-application_1506638472019_5363,1507049222.0,3021.0,1,any,False
ph-application_1506638472019_5436,1507049376.0,3535.0,1,any,False
ph-application_1506638472019_5644,1507049777.0,3380.0,1,any,False
ph-application_1506638472019_5687,1507049868.0,4021.0,1,any,False
ph-application_1506638472019_5713,1507049931.0,4124.0,1,any,False
ph-application_1506638472019_5732,1507049976.0,3904.0,1,any,False
ph-application_1506638472019_5771,1507050088.0,4026.0,1,any,False
ph-application_1506638472019_5991,1507070879.0,4447.0,4,any,False
ph-application_1506638472019_6061,1507080969.0,53.0,4,any,False
