policy,n,q_p50,q_p90,q_p99,q_max,sd_p50,sd_p90,sd_max,alloc_max,alloc_avg
fifo,111586,4932443.0,10191915.0,10896607.0,10933512.5,3375.288235294118,131220.25714285715,1093109.15,100.0,99.01082921531123
sjf,111586,1766.5,61472.5,11389621.5,11922028.0,2.7043114543114544,26.90625,241682.15,100.0,99.38791203479681
las,111586,1354309.5,1942592.0,10711860.5,10953149.5,1030.8375651041667,25780.5,1091568.85,100.0,99.4831563125689
kueue,111586,1354309.5,1942592.0,10711860.5,10953149.5,1030.8375651041667,25780.5,1091568.85,100.0,99.4831563125689
easy,111586,4424344.0,8503738.5,10708291.0,10805590.5,2588.6904018728055,65772.38636363637,1076743.45,100.0,99.23541246985106
themis,111586,4910.0,63339.0,10523518.0,11701353.5,5.238636363636363,25.833333333333332,216439.6,100.0,99.40465188593497
sfqa,111586,2015459.0,8739831.0,10594097.5,11053462.5,1325.254854368932,74280.02222222222,1102242.95,100.0,99.05930629044126
sfqa-auto,111586,2247619.5,9299150.5,10657250.0,11002219.5,1581.3760523854069,93128.3984375,1096169.15,100.0,99.02219818817683
