pod,queue_sec,jct_sec
ph-application-1508364558011-35731-tjgwv,359.0,360.0
ph-application-1508364558011-35782-bkblw,357.0,358.0
ph-application-1508364558011-35829-p8hqs,360.0,362.0
ph-application-1508364558011-35919-c9tpg,358.0,450.0
ph-application-1508364558011-35941-zqtpt,362.0,458.0
ph-application-1508364558011-36010-s9ltr,360.0,366.0
ph-application-1508364558011-36015-9hmrg,363.0,369.0
ph-application-1508364558011-36024-8cbjd,361.0,367.0
ph-application-1508364558011-36030-llckf,364.0,370.0
ph-application-1508364558011-36037-57bzk,362.0,368.0
ph-application-1508364558011-36120-294xf,365.0,372.0
ph-application-1508364558011-36165-h487q,363.0,365.0
ph-application-1508364558011-36171-jq58f,366.0,368.0
ph-application-1508364558011-36198-5tvmt,365.0,366.0
ph-application-1508364558011-36207-8r9vr,363.0,364.0
ph-application-1508364558011-36249-8q56t,361.0,427.0
ph-application-1508364558011-36299-kvrx9,364.0,370.0
ph-application-1508364558011-36324-gpvkm,362.0,368.0
ph-application-1508364558011-36330-k77zw,1958.0,1979.0
ph-application-1508364558011-36343-455xk,1983.0,2004.0
ph-application-1508364558011-36387-fcqdr,439.0,446.0
ph-application-1508364558011-36394-qg5qg,2005.0,2027.0
ph-application-1508364558011-36430-9fc47,352.0,379.0
ph-application-1508364558011-36434-tnzlb,350.0,362.0
ph-application-1508364558011-36482-flnnr,358.0,410.0
ph-application-1508364558011-36527-5c5mk,356.0,363.0
ph-application-1508364558011-36645-lclkk,2022.0,2028.0
ph-application-1508364558011-36741-5p64p,357.0,363.0
ph-application-1508364558011-36798-hsqlw,366.0,372.0
ph-application-1508364558011-36822-l9rdq,359.0,365.0
ph-application-1508364558011-36870-4nhxf,367.0,403.0
ph-application-1508364558011-36886-kf9d8,365.0,371.0
ph-application-1508364558011-36888-zfhpr,2021.0,2027.0
ph-application-1508364558011-36895-jzf22,424.0,425.0
ph-application-1508364558011-36914-nt8kr,427.0,428.0
ph-application-1508364558011-36927-54ccc,362.0,369.0
ph-application-1508364558011-37016-th6h7,360.0,597.0
ph-application-1508364558011-37065-8chbv,426.0,438.0
ph-application-1508364558011-37086-6p2n2,362.0,368.0
ph-application-1508364558011-37159-g67qj,438.0,454.0
ph-application-1508364558011-37200-7s6t5,363.0,364.0
ph-application-1508364558011-37211-rjc9v,366.0,397.0
ph-application-1508364558011-37230-s4dm5,364.0,390.0
ph-application-1508364558011-37291-9l85m,372.0,394.0
ph-application-1508364558011-37302-8qpvr,376.0,387.0
ph-application-1508364558011-37345-5d5vd,374.0,385.0
ph-application-1508364558011-37411-rsnjm,377.0,388.0
ph-application-1508364558011-37418-pqm69,375.0,381.0
ph-application-1508364558011-37432-b28q5,389.0,410.0
ph-application-1508364558011-37433-48xm5,387.0,408.0
ph-application-1508364558011-37453-t9vn9,385.0,396.0
ph-application-1508364558011-37464-mpmlm,398.0,415.0
ph-application-1508364558011-37467-c9dzj,407.0,428.0
ph-application-1508364558011-37474-mg9dc,404.0,430.0
ph-application-1508364558011-37543-zbxqv,412.0,433.0
ph-application-1508364558011-37544-mmh84,426.0,438.0
ph-application-1508364558011-37583-f8xb8,424.0,436.0
ph-application-1508364558011-37589-mvhw7,422.0,434.0
ph-application-1508364558011-37590-z6flw,420.0,447.0
ph-application-1508364558011-37602-wfzpw,419.0,450.0
ph-application-1508364558011-37610-g7bb2,421.0,443.0
ph-application-1508364558011-37628-7k4ml,425.0,436.0
ph-application-1508364558011-37682-j94p7,428.0,449.0
ph-application-1508364558011-37708-xg6pn,426.0,448.0
ph-application-1508364558011-37783-xcjj8,1966.0,2203.0
ph-application-1508364558011-37844-qlcq6,422.0,429.0
ph-application-1508364558011-37896-stvps,2202.0,2219.0
ph-application-1508364558011-38015-ch4vz,428.0,435.0
ph-application-1508364558011-38058-stj6s,437.0,458.0
ph-application-1508364558011-38114-v47cv,425.0,426.0
ph-application-1508364558011-38122-gws5b,428.0,429.0
ph-application-1508364558011-38154-qm96t,426.0,427.0
ph-application-1508364558011-38194-665mc,424.0,425.0
ph-application-1508364558011-38217-9rqz8,427.0,428.0
ph-application-1508364558011-38218-5brr9,430.0,432.0
ph-application-1508364558011-38229-ml47q,428.0,430.0
ph-application-1508364558011-38308-7j2bm,427.0,428.0
ph-application-1508364558011-38336-6477n,430.0,431.0
ph-application-1508364558011-38375-ttt74,428.0,429.0
ph-application-1508364558011-38489-qfng9,426.0,432.0
ph-application-1508364558011-38532-mnp69,429.0,430.0
ph-application-1508364558011-38549-2gs4n,427.0,428.0
ph-application-1508364558011-38562-dhlqm,430.0,432.0
ph-application-1508364558011-38635-kqbth,428.0,430.0
ph-application-1508364558011-38657-ssk99,426.0,428.0
ph-application-1508364558011-38685-52g62,429.0,432.0
ph-application-1508364558011-38725-b22kp,428.0,430.0
ph-application-1508364558011-38760-wdqmv,426.0,428.0
ph-application-1508364558011-38844-bjzcn,424.0,436.0
ph-application-1508364558011-38862-mcczh,422.0,434.0
ph-application-1508364558011-38916-4fl7v,420.0,432.0
ph-application-1508364558011-38922-7tg6h,418.0,430.0
ph-application-1508364558011-38930-fsx8v,421.0,432.0
ph-application-1508364558011-38932-7nrww,419.0,430.0
ph-application-1508364558011-38956-8pdnm,417.0,428.0
ph-application-1508364558011-38966-jpg8w,425.0,437.0
ph-application-1508364558011-39104-tkj2g,423.0,455.0
ph-application-1508364558011-39179-5lv4w,422.0,428.0
ph-application-1508364558011-39252-lcpc7,420.0,446.0
ph-application-1508364558011-39402-zmscc,423.0,454.0
ph-application-1508364558011-39404-gbtdp,421.0,447.0
ph-application-1508364558011-39417-rbh89,419.0,445.0
ph-application-1508364558011-39427-5rcnd,422.0,438.0
ph-application-1508364558011-39456-6n8br,425.0,456.0
ph-application-1508364558011-39649-rvq57,439.0,460.0
ph-application-1508364558011-39717-jzvrl,437.0,473.0
ph-application-1508364558011-39743-zfs94,440.0,467.0
ph-application-1508364558011-39799-9kllp,438.0,450.0
ph-application-1508364558011-39870-vqn6q,436.0,448.0
ph-application-1508364558011-39877-scgbm,440.0,451.0
ph-application-1508364558011-39887-rgvbs,448.0,454.0
ph-application-1508364558011-39893-7p9kq,446.0,453.0
ph-application-1508364558011-39913-v9485,444.0,456.0
ph-application-1508364558011-39926-mfwjc,447.0,459.0
ph-application-1508364558011-40050-tgmpk,445.0,467.0
ph-application-1508364558011-40063-gqzdd,444.0,450.0
ph-application-1508364558011-40066-vlmbx,447.0,463.0
ph-application-1508364558011-40067-82nq7,445.0,461.0
ph-application-1508364558011-40075-khzz9,448.0,469.0
ph-application-1508364558011-40087-kz5jx,446.0,478.0
ph-application-1508364558011-40089-t77q5,444.0,456.0
ph-application-1508364558011-40138-bs4w2,447.0,469.0
ph-application-1508364558011-40184-xg8b7,445.0,457.0
ph-application-1508364558011-40205-sqwzc,454.0,455.0
ph-application-1508364558011-40239-vpbzz,457.0,544.0
ph-application-1508364558011-40270-wtlp6,455.0,462.0
ph-application-1508364558011-40300-wtzc5,453.0,500.0
ph-application-1508364558011-40394-j9p5v,452.0,493.0
ph-application-1508364558011-40603-cjbc6,450.0,457.0
ph-application-1508364558011-40647-6gxsc,452.0,459.0
ph-application-1508364558011-40649-qzqhv,456.0,463.0
ph-application-1508364558011-40660-d9f8k,454.0,476.0
ph-application-1508364558011-40680-5mcfp,452.0,459.0
ph-application-1508364558011-40693-lmfwt,455.0,476.0
ph-application-1508364558011-40811-c6xzc,453.0,685.0
ph-application-1508364558011-40920-f8dvc,456.0,463.0
ph-application-1508364558011-41037-b57qv,454.0,466.0
ph-application-1508364558011-41144-9xfb7,463.0,464.0
ph-application-1508364558011-41252-kbdvq,466.0,467.0
ph-application-1508364558011-41265-qwg9k,464.0,466.0
ph-application-1508364558011-41356-p8zxb,462.0,464.0
ph-application-1508364558011-41376-vcjqq,466.0,467.0
ph-application-1508364558011-41420-kkdvd,464.0,470.0
ph-application-1508364558011-41453-twrrs,462.0,468.0
ph-application-1508364558011-41484-hgsnz,470.0,471.0
ph-application-1508364558011-41495-bfhqr,2066.0,2077.0
ph-application-1508364558011-41602-5whlq,456.0,462.0
ph-application-1508364558011-41686-fjkvb,459.0,585.0
ph-application-1508364558011-41729-hh2c5,457.0,463.0
ph-application-1508364558011-41734-j4xvj,465.0,467.0
ph-application-1508364558011-41757-45gb4,463.0,470.0
ph-application-1508364558011-41824-t789s,462.0,468.0
ph-application-1508364558011-41901-2zzvh,460.0,467.0
ph-application-1508364558011-42065-98txm,458.0,485.0
ph-application-1508364558011-42071-hk5dc,461.0,467.0
ph-application-1508364558011-42302-wgt2v,464.0,470.0
ph-application-1508364558011-42304-js6f2,462.0,569.0
ph-application-1508364558011-42306-bw9wg,460.0,477.0
ph-application-1508364558011-42324-nkj2m,463.0,479.0
ph-application-1508364558011-42342-ldm95,467.0,488.0
ph-application-1508364558011-42361-l4ndn,475.0,506.0
ph-application-1508364558011-42418-v2sxv,473.0,480.0
ph-application-1508364558011-42421-vhnns,476.0,483.0
ph-application-1508364558011-42469-wnsv4,687.0,688.0
ph-application-1508364558011-42556-s45d5,478.0,484.0
ph-application-1508364558011-42649-c5vmh,688.0,690.0
ph-application-1508364558011-42768-r9d85,474.0,530.0
ph-application-1508364558011-42788-fvl2l,477.0,533.0
ph-application-1508364558011-42811-jmqx6,475.0,481.0
ph-application-1508364558011-42878-r562j,478.0,490.0
ph-application-1508364558011-42892-clgrx,482.0,488.0
ph-application-1508364558011-42908-82bgm,2030.0,2036.0
ph-application-1508364558011-42986-k9bg2,488.0,495.0
ph-application-1508364558011-43094-wt9dr,2036.0,2168.0
ph-application-1508364558011-43127-r9plc,484.0,491.0
ph-application-1508364558011-43260-zg7ts,482.0,709.0
ph-application-1508364558011-43265-svb2n,491.0,652.0
ph-application-1508364558011-43339-x92qp,489.0,490.0
ph-application-1508364558011-43346-v4c6r,492.0,498.0
ph-application-1508364558011-43353-rszhb,501.0,507.0
ph-application-1508364558011-43407-wnmjq,504.0,510.0
ph-application-1508364558011-43537-xf287,507.0,573.0
ph-application-1508364558011-43538-69vwv,511.0,522.0
ph-application-1508364558011-43572-8lgj8,509.0,515.0
ph-application-1508364558011-43573-xntk7,517.0,539.0
ph-application-1508364558011-43577-hz8hb,515.0,532.0
ph-application-1508364558011-43599-kt92r,513.0,530.0
ph-application-1508364558011-43612-nx86q,517.0,543.0
ph-application-1508364558011-43625-h6b68,531.0,542.0
ph-application-1508364558011-43628-4zvqq,528.0,554.0
ph-application-1508364558011-43645-z29tw,531.0,542.0
ph-application-1508364558011-43649-kgckm,539.0,566.0
ph-application-1508364558011-43685-wwfgn,538.0,544.0
ph-application-1508364558011-43697-728v7,541.0,552.0
ph-application-1508364558011-43767-jlm65,544.0,555.0
ph-application-1508364558011-43933-rl66j,547.0,584.0
ph-application-1508364558011-43949-4l48v,545.0,577.0
ph-application-1508364558011-43965-bl7c6,549.0,570.0
ph-application-1508364558011-43967-cqrsq,552.0,618.0
ph-application-1508364558011-43983-2fm5g,555.0,581.0
ph-application-1508364558011-43986-tff9r,559.0,575.0
ph-application-1508364558011-43992-2tqgv,567.0,598.0
ph-application-1508364558011-44042-7zfmc,570.0,577.0
ph-application-1508364558011-44077-9kn99,574.0,580.0
ph-application-1508364558011-44091-tknkv,572.0,588.0
ph-application-1508364558011-44097-gf5ng,575.0,596.0
ph-application-1508364558011-44166-65th2,573.0,595.0
ph-application-1508364558011-44208-fwmcj,576.0,608.0
ph-application-1508364558011-44223-mj56b,585.0,591.0
ph-application-1508364558011-44225-djvmr,588.0,590.0
ph-application-1508364558011-44247-ghjz9,586.0,593.0
ph-application-1508364558011-44259-mnj4q,595.0,607.0
ph-application-1508364558011-44278-k7rjp,593.0,605.0
ph-application-1508364558011-44322-whm7l,596.0,608.0
ph-application-1508364558011-44323-n2m2l,594.0,606.0
ph-application-1508364558011-44367-q2n5m,592.0,604.0
ph-application-1508364558011-44385-x2v7w,591.0,607.0
ph-application-1508364558011-44399-xdd2k,594.0,605.0
ph-application-1508364558011-44473-q76gv,597.0,608.0
ph-application-1508364558011-44480-pt2qb,622.0,628.0
ph-application-1508364558011-44524-nxj6d,593.0,599.0
ph-application-1508364558011-44573-xbgzf,596.0,608.0
ph-application-1508364558011-44581-lvg59,594.0,606.0
ph-application-1508364558011-44605-nzm4w,592.0,609.0
ph-application-1508364558011-44634-tnxg9,596.0,607.0
ph-application-1508364558011-44636-b6zfg,594.0,610.0
ph-application-1508364558011-44653-dxzln,592.0,603.0
ph-application-1508364558011-44655-xlzsk,595.0,601.0
ph-application-1508364558011-44676-bfgnl,598.0,615.0
ph-application-1508364558011-44716-jwccf,596.0,608.0
ph-application-1508364558011-44846-fmtw6,610.0,612.0
ph-application-1508364558011-44851-zv225,603.0,609.0
ph-application-1508364558011-44913-9bd9z,601.0,612.0
ph-application-1508364558011-44942-h22c5,604.0,626.0
ph-application-1508364558011-44951-xzk2m,608.0,615.0
ph-application-1508364558011-45015-8dtrs,606.0,618.0
ph-application-1508364558011-45037-hjvmr,604.0,616.0
ph-application-1508364558011-45072-h49xw,602.0,619.0
ph-application-1508364558011-45136-w7c9t,600.0,607.0
ph-application-1508364558011-45170-c4l42,598.0,605.0
ph-application-1508364558011-45210-qftms,601.0,612.0
ph-application-1508364558011-45216-2vmmr,604.0,616.0
ph-application-1508364558011-45217-nglw5,687.0,689.0
ph-application-1508364558011-45374-flstz,600.0,612.0
ph-application-1508364558011-45431-zrc74,598.0,620.0
ph-application-1508364558011-45486-x5gx2,602.0,623.0
ph-application-1508364558011-45494-mjddh,600.0,616.0
ph-application-1508364558011-45546-cgrff,603.0,659.0
ph-application-1508364558011-45574-ltr9m,601.0,678.0
ph-application-1508364558011-45581-lftdn,599.0,666.0
ph-application-1508364558011-45614-4hvph,602.0,668.0
ph-application-1508364558011-45626-5bmn8,600.0,657.0
ph-application-1508364558011-45649-txzdm,609.0,615.0
ph-application-1508364558011-45659-sl44h,607.0,813.0
ph-application-1508364558011-45712-8sc8s,610.0,616.0
ph-application-1508364558011-45733-9vtft,667.0,668.0
ph-application-1508364558011-45741-jtwxb,612.0,758.0
ph-application-1508364558011-45775-xw9f6,647.0,653.0
ph-application-1508364558011-45778-qcgcj,613.0,619.0
ph-application-1508364558011-45831-dv68k,622.0,628.0
ph-application-1508364558011-46093-zbvkb,630.0,636.0
ph-application-1508364558011-46168-fhzsn,660.0,666.0
ph-application-1508364558011-46181-2bhn7,637.0,643.0
ph-application-1508364558011-46186-vz4s2,1994.0,2000.0
ph-application-1508364558011-46191-cvh8b,638.0,644.0
ph-application-1508364558011-46214-wfzrd,647.0,653.0
ph-application-1508364558011-46241-vvgtv,645.0,651.0
ph-application-1508364558011-46269-69xrl,1997.0,2003.0
ph-application-1508364558011-46364-mdn7j,2005.0,2027.0
ph-application-1508364558011-46396-xprtq,650.0,681.0
ph-application-1508364558011-46466-vqbtc,648.0,654.0
ph-application-1508364558011-46488-857d4,2026.0,2032.0
ph-application-1508364558011-46540-kgfxn,649.0,655.0
ph-application-1508364558011-46615-vnlvq,647.0,653.0
ph-application-1508364558011-46637-mpvc5,645.0,652.0
ph-application-1508364558011-46665-xh7fh,654.0,680.0
ph-application-1508364558011-46696-554x4,683.0,690.0
ph-application-1508364558011-46744-6w74p,2025.0,2151.0
ph-application-1508364558011-46796-495zp,637.0,644.0
ph-application-1508364558011-46834-jccvc,640.0,646.0
ph-application-1508364558011-46991-m2ltf,649.0,655.0
ph-application-1508364558011-47041-qpn78,684.0,690.0
ph-application-1508364558011-47090-mt8wx,655.0,662.0
ph-application-1508364558011-47101-c4tjx,659.0,665.0
ph-application-1508364558011-47107-d8ppz,662.0,668.0
ph-application-1508364558011-47170-tcvjh,666.0,697.0
ph-application-1508364558011-47184-k92h7,669.0,675.0
ph-application-1508364558011-47271-9cl26,677.0,819.0
ph-application-1508364558011-47305-l64zf,681.0,687.0
ph-application-1508364558011-47345-jhcxd,679.0,740.0
ph-application-1508364558011-47362-w8dxh,741.0,747.0
ph-application-1508364558011-47419-z92k2,675.0,682.0
ph-application-1508364558011-47478-kh7vg,673.0,785.0
ph-application-1508364558011-47502-4r84p,681.0,688.0
ph-application-1508364558011-47521-mvvmj,680.0,751.0
ph-application-1508364558011-47539-2mlsr,683.0,689.0
ph-application-1508364558011-47621-knml2,681.0,687.0
ph-application-1508364558011-47640-g6t8r,684.0,690.0
ph-application-1508364558011-47645-t6hqb,687.0,694.0
ph-application-1508364558011-47660-d9dmp,686.0,692.0
ph-application-1508364558011-47714-ft4xt,689.0,695.0
ph-application-1508364558011-47803-5fbt6,692.0,698.0
ph-application-1508364558011-47850-pbk8s,690.0,696.0
