pod,queue_sec,jct_sec
ph-application-1508364558011-41376-nk7gv,787.0,788.0
ph-application-1508364558011-41420-2fg2h,2.0,8.0
ph-application-1508364558011-41453-rw2jv,5.0,11.0
ph-application-1508364558011-41484-l7pg9,35.0,36.0
ph-application-1508364558011-41495-648bt,1253.0,1265.0
ph-application-1508364558011-41602-9zr2s,4.0,11.0
ph-application-1508364558011-41686-t6qx5,754.0,880.0
ph-application-1508364558011-41729-dsq8t,0.0,7.0
ph-application-1508364558011-41734-p8s4f,4.0,5.0
ph-application-1508364558011-41757-t882l,2.0,8.0
ph-application-1508364558011-41824-hxhv8,5.0,11.0
ph-application-1508364558011-41901-dvqk2,3.0,9.0
ph-application-1508364558011-42065-t5nkx,1.0,27.0
ph-application-1508364558011-42071-s4spz,4.0,10.0
ph-application-1508364558011-42302-sqtln,7.0,13.0
ph-application-1508364558011-42304-mcvth,656.0,763.0
ph-application-1508364558011-42306-87drd,14.0,31.0
ph-application-1508364558011-42324-vb9gb,12.0,28.0
ph-application-1508364558011-42342-7vh24,10.0,32.0
ph-application-1508364558011-42361-54xtm,8.0,40.0
ph-application-1508364558011-42418-xktz4,0.0,7.0
ph-application-1508364558011-42421-x8g5r,4.0,11.0
ph-application-1508364558011-42469-k9769,382.0,383.0
ph-application-1508364558011-42556-446cl,5.0,11.0
ph-application-1508364558011-42649-t6s45,542.0,543.0
ph-application-1508364558011-42768-c9rd9,233.0,289.0
ph-application-1508364558011-42788-kp7bz,252.0,308.0
ph-application-1508364558011-42811-p645b,2.0,8.0
ph-application-1508364558011-42878-mj4c9,11.0,22.0
ph-application-1508364558011-42892-qmcmm,3.0,10.0
ph-application-1508364558011-42908-2xmvn,1137.0,1144.0
ph-application-1508364558011-42986-98djd,5.0,11.0
ph-application-1508364558011-43094-84vr4,1661.0,1793.0
ph-application-1508364558011-43127-k279g,1.0,7.0
ph-application-1508364558011-43260-mkgn8,815.0,1041.0
ph-application-1508364558011-43265-h77mc,776.0,937.0
ph-application-1508364558011-43339-p8kjx,10.0,12.0
ph-application-1508364558011-43346-vk9gp,3.0,9.0
ph-application-1508364558011-43353-8zmdl,1.0,7.0
ph-application-1508364558011-43407-kr58g,4.0,11.0
ph-application-1508364558011-43537-rpd2v,356.0,422.0
ph-application-1508364558011-43538-672t2,6.0,17.0
ph-application-1508364558011-43572-fd2pc,4.0,10.0
ph-application-1508364558011-43573-qz6fb,2.0,23.0
ph-application-1508364558011-43577-xvnjm,5.0,21.0
ph-application-1508364558011-43599-5dvth,3.0,19.0
ph-application-1508364558011-43612-9g5jp,59.0,85.0
ph-application-1508364558011-43625-79njt,4.0,15.0
ph-application-1508364558011-43628-xlhqw,18.0,45.0
ph-application-1508364558011-43645-xzwdg,16.0,28.0
ph-application-1508364558011-43649-4bnnd,15.0,41.0
ph-application-1508364558011-43685-5m7fw,1.0,8.0
ph-application-1508364558011-43697-wp7hs,10.0,22.0
ph-application-1508364558011-43767-b8ntw,8.0,20.0
ph-application-1508364558011-43933-k9pmb,154.0,190.0
ph-application-1508364558011-43949-vmhl9,136.0,167.0
ph-application-1508364558011-43965-rt99b,2.0,24.0
ph-application-1508364558011-43967-5qv2g,264.0,330.0
ph-application-1508364558011-43983-7cj8k,103.0,129.0
ph-application-1508364558011-43986-rpmgh,1.0,17.0
ph-application-1508364558011-43992-ndk94,115.0,146.0
ph-application-1508364558011-44042-tjc4q,7.0,14.0
ph-application-1508364558011-44077-8nhbr,6.0,12.0
ph-application-1508364558011-44091-fw64n,4.0,20.0
ph-application-1508364558011-44097-q9rqh,12.0,34.0
ph-application-1508364558011-44166-x2sz5,10.0,32.0
ph-application-1508364558011-44208-8qrvl,92.0,124.0
ph-application-1508364558011-44223-kvzzp,6.0,13.0
ph-application-1508364558011-44225-pwhj4,4.0,6.0
ph-application-1508364558011-44247-txpwx,2.0,9.0
ph-application-1508364558011-44259-jqghr,5.0,17.0
ph-application-1508364558011-44278-t68hb,3.0,15.0
ph-application-1508364558011-44322-psnmx,2.0,13.0
ph-application-1508364558011-44323-bhln4,4.0,16.0
ph-application-1508364558011-44367-p9png,3.0,14.0
ph-application-1508364558011-44385-v9j4d,27.0,44.0
ph-application-1508364558011-44399-5wwxn,9.0,20.0
ph-application-1508364558011-44473-jzgtv,7.0,19.0
ph-application-1508364558011-44480-49cbr,10.0,16.0
ph-application-1508364558011-44524-8xctx,3.0,9.0
ph-application-1508364558011-44573-bn8x9,17.0,29.0
ph-application-1508364558011-44581-c6hjf,10.0,21.0
ph-application-1508364558011-44605-r9gtm,29.0,46.0
ph-application-1508364558011-44634-6ghsb,11.0,23.0
ph-application-1508364558011-44636-96rcm,25.0,42.0
ph-application-1508364558011-44653-2lkzg,7.0,19.0
ph-application-1508364558011-44655-lslmp,5.0,12.0
ph-application-1508364558011-44676-tkzl6,19.0,36.0
ph-application-1508364558011-44716-n697t,1.0,13.0
ph-application-1508364558011-44846-x52zp,200.0,201.0
ph-application-1508364558011-44851-skgvw,2.0,8.0
ph-application-1508364558011-44913-dx874,5.0,17.0
ph-application-1508364558011-44942-l6cbg,30.0,51.0
ph-application-1508364558011-44951-82dl9,1.0,8.0
ph-application-1508364558011-45015-4mdcr,5.0,17.0
ph-application-1508364558011-45037-sjl4f,3.0,15.0
ph-application-1508364558011-45072-8vbdn,17.0,33.0
ph-application-1508364558011-45136-tnc5m,4.0,10.0
ph-application-1508364558011-45170-fjrpw,2.0,8.0
ph-application-1508364558011-45210-7vlx6,5.0,16.0
ph-application-1508364558011-45216-gnmn6,8.0,20.0
ph-application-1508364558011-45217-f5trh,181.0,182.0
ph-application-1508364558011-45374-vhz8k,4.0,16.0
ph-application-1508364558011-45431-9mtth,3.0,24.0
ph-application-1508364558011-45486-d4qbv,6.0,27.0
ph-application-1508364558011-45494-tczbk,4.0,20.0
ph-application-1508364558011-45546-bllwb,59.0,116.0
ph-application-1508364558011-45574-kb7kl,348.0,425.0
ph-application-1508364558011-45581-mcq7p,134.0,200.0
ph-application-1508364558011-45614-wbhp7,228.0,294.0
ph-application-1508364558011-45626-qdjdv,51.0,108.0
ph-application-1508364558011-45649-j6ngq,1.0,8.0
ph-application-1508364558011-45659-vmd8m,626.0,833.0
ph-application-1508364558011-45712-j2cpr,3.0,9.0
ph-application-1508364558011-45733-xz9k2,159.0,161.0
ph-application-1508364558011-45741-cpwwb,593.0,740.0
ph-application-1508364558011-45775-mhlk5,2.0,8.0
ph-application-1508364558011-45778-9pdk9,5.0,11.0
ph-application-1508364558011-45831-h6nqx,3.0,10.0
ph-application-1508364558011-46093-7pfgb,1.0,8.0
ph-application-1508364558011-46168-w24ws,10.0,16.0
ph-application-1508364558011-46181-xv5vm,2.0,9.0
ph-application-1508364558011-46186-8l6q6,963.0,969.0
ph-application-1508364558011-46191-lxr9d,9.0,15.0
ph-application-1508364558011-46214-dctw8,12.0,19.0
ph-application-1508364558011-46241-lgzzv,10.0,17.0
ph-application-1508364558011-46269-lpw2m,966.0,972.0
ph-application-1508364558011-46364-lf8tf,1049.0,1070.0
ph-application-1508364558011-46396-drnvr,5.0,36.0
ph-application-1508364558011-46466-bv5ns,2.0,9.0
ph-application-1508364558011-46488-krq27,968.0,975.0
ph-application-1508364558011-46540-kckw4,4.0,10.0
ph-application-1508364558011-46615-jsxk5,7.0,13.0
ph-application-1508364558011-46637-4xr9m,5.0,11.0
ph-application-1508364558011-46665-22545,162.0,188.0
ph-application-1508364558011-46696-xlmcp,75.0,81.0
ph-application-1508364558011-46744-vfgrt,1319.0,1446.0
ph-application-1508364558011-46796-rgdpm,2.0,8.0
ph-application-1508364558011-46834-pzn5c,5.0,12.0
ph-application-1508364558011-46991-rn6pt,3.0,10.0
ph-application-1508364558011-47041-vzpp2,76.0,82.0
ph-application-1508364558011-47090-b9hz2,15.0,22.0
ph-application-1508364558011-47101-v4z7b,3.0,9.0
ph-application-1508364558011-47107-4gmp9,6.0,12.0
ph-application-1508364558011-47170-85kqp,15.0,46.0
ph-application-1508364558011-47184-hs94p,2.0,8.0
ph-application-1508364558011-47271-p5pgf,531.0,673.0
ph-application-1508364558011-47305-9fqcg,3.0,9.0
