ts,gpu_util_avg,gpu_mem_used_mib,n_gpu,alloc_used,alloc_pct,pending_gpu_pods,running_gpu_pods
2026-06-11T17:04:42.205367+00:00,0.0,0.0,8,0,0.0,1,0
2026-06-11T17:04:45.389317+00:00,0.0,0.0,8,0,0.0,2,0
2026-06-11T17:04:48.557161+00:00,0.0,0.0,8,1,12.5,3,1
2026-06-11T17:04:51.720410+00:00,0.0,0.0,8,3,37.5,2,3
2026-06-11T17:04:55.045497+00:00,0.0,0.0,8,3,37.5,4,3
2026-06-11T17:04:58.250130+00:00,0.0,0.0,8,5,62.5,3,5
2026-06-11T17:05:01.405430+00:00,0.0,0.0,8,7,87.5,3,6
2026-06-11T17:05:04.618255+00:00,0.0,0.0,8,5,62.5,5,4
2026-06-11T17:05:07.784484+00:00,0.0,0.0,8,6,75.0,3,6
2026-06-11T17:05:10.978574+00:00,0.0,0.0,8,6,75.0,5,6
2026-06-11T17:05:14.392111+00:00,0.0,0.0,8,5,62.5,5,5
2026-06-11T17:05:17.555659+00:00,0.0,0.0,8,7,87.5,3,7
2026-06-11T17:05:20.716648+00:00,0.0,0.0,8,5,62.5,5,5
2026-06-11T17:05:23.902868+00:00,0.0,0.0,8,6,75.0,4,5
2026-06-11T17:05:27.120056+00:00,0.0,0.0,8,5,62.5,4,5
2026-06-11T17:05:30.553492+00:00,0.0,0.0,8,5,62.5,6,5
2026-06-11T17:05:33.729481+00:00,0.0,0.0,8,5,62.5,4,5
2026-06-11T17:05:36.921408+00:00,0.0,0.0,8,7,87.5,4,7
2026-06-11T17:05:40.143754+00:00,0.0,0.0,8,4,50.0,6,4
2026-06-11T17:05:43.314949+00:00,0.0,0.0,8,5,62.5,6,5
2026-06-11T17:05:46.488883+00:00,0.0,0.0,8,6,75.0,7,6
2026-06-11T17:05:49.684794+00:00,0.0,0.0,8,7,87.5,6,7
2026-06-11T17:05:52.856742+00:00,0.0,0.0,8,5,62.5,8,5
2026-06-11T17:05:56.051372+00:00,0.0,0.0,8,4,50.0,8,4
2026-06-11T17:05:59.217090+00:00,0.0,0.0,8,4,50.0,9,4
2026-06-11T17:06:02.395606+00:00,0.0,0.0,8,5,62.5,9,5
2026-06-11T17:06:05.672645+00:00,0.0,0.0,8,5,62.5,10,5
2026-06-11T17:06:08.848715+00:00,0.0,0.0,8,6,75.0,11,6
2026-06-11T17:06:12.023356+00:00,0.0,0.0,8,6,75.0,12,6
2026-06-11T17:06:15.274482+00:00,0.0,0.0,8,5,62.5,13,5
2026-06-11T17:06:18.484618+00:00,0.0,0.0,8,7,87.5,12,7
2026-06-11T17:06:21.662357+00:00,0.0,0.0,8,8,100.0,12,8
2026-06-11T17:06:25.064198+00:00,0.0,0.0,8,6,75.0,14,6
2026-06-11T17:06:28.295648+00:00,0.0,0.0,8,7,87.5,14,7
2026-06-11T17:06:31.488525+00:00,0.0,0.0,8,8,100.0,14,8
2026-06-11T17:06:34.681996+00:00,0.0,0.0,8,6,75.0,16,6
2026-06-11T17:06:37.870744+00:00,0.0,0.0,8,8,100.0,15,8
2026-06-11T17:06:41.086834+00:00,0.0,0.0,8,8,100.0,17,8
2026-06-11T17:06:44.296074+00:00,0.0,0.0,8,6,75.0,18,6
2026-06-11T17:06:47.477259+00:00,0.0,0.0,8,8,100.0,19,7
2026-06-11T17:06:50.665691+00:00,0.0,0.0,8,8,100.0,21,7
2026-06-11T17:06:53.899227+00:00,0.0,0.0,8,4,50.0,22,4
2026-06-11T17:06:57.122860+00:00,0.0,0.0,8,4,50.0,24,4
2026-06-11T17:07:00.397793+00:00,0.0,0.0,8,7,87.5,22,7
2026-06-11T17:07:03.585684+00:00,0.0,0.0,8,4,50.0,22,4
2026-06-11T17:07:06.806485+00:00,0.0,0.0,8,4,50.0,24,4
2026-06-11T17:07:10.039022+00:00,0.0,0.0,8,7,87.5,24,4
2026-06-11T17:07:13.237521+00:00,0.0,0.0,8,8,100.0,25,5
2026-06-11T17:07:16.494614+00:00,0.0,0.0,8,4,50.0,27,4
2026-06-11T17:07:19.717032+00:00,0.0,0.0,8,4,50.0,27,4
2026-06-11T17:07:22.919634+00:00,0.0,0.0,8,8,100.0,25,8
2026-06-11T17:07:26.116070+00:00,0.0,0.0,8,8,100.0,26,8
2026-06-11T17:07:29.309332+00:00,0.0,0.0,8,7,87.5,28,7
2026-06-11T17:07:32.546628+00:00,0.0,0.0,8,8,100.0,29,8
2026-06-11T17:07:35.762232+00:00,0.0,0.0,8,8,100.0,30,8
2026-06-11T17:07:38.953209+00:00,0.0,0.0,8,5,62.5,32,5
2026-06-11T17:07:42.242272+00:00,0.0,0.0,8,5,62.5,33,5
2026-06-11T17:07:45.470844+00:00,0.0,0.0,8,8,100.0,32,8
2026-06-11T17:07:48.677247+00:00,0.0,0.0,8,6,75.0,34,6
2026-06-11T17:07:51.942094+00:00,0.0,0.0,8,6,75.0,35,6
2026-06-11T17:07:55.165416+00:00,0.0,0.0,8,7,87.5,36,6
2026-06-11T17:07:58.401813+00:00,0.0,0.0,8,8,100.0,36,7
2026-06-11T17:08:01.675567+00:00,0.0,0.0,8,5,62.5,38,5
2026-06-11T17:08:04.878387+00:00,0.0,0.0,8,7,87.5,37,7
2026-06-11T17:08:08.109563+00:00,0.0,0.0,8,8,100.0,37,8
2026-06-11T17:08:11.777020+00:00,0.0,0.0,8,6,75.0,39,6
2026-06-11T17:08:14.987532+00:00,0.0,0.0,8,6,75.0,39,6
2026-06-11T17:08:18.236484+00:00,0.0,0.0,8,6,75.0,40,6
2026-06-11T17:08:21.451754+00:00,0.0,0.0,8,8,100.0,40,8
2026-06-11T17:08:24.673095+00:00,0.0,0.0,8,7,87.5,41,7
2026-06-11T17:08:28.217806+00:00,0.0,0.0,8,4,50.0,43,4
2026-06-11T17:08:31.455421+00:00,0.0,0.0,8,7,87.5,41,7
2026-06-11T17:08:34.672112+00:00,0.0,0.0,8,8,100.0,41,8
2026-06-11T17:08:37.887428+00:00,0.0,0.0,8,7,87.5,43,7
2026-06-11T17:08:41.156431+00:00,0.0,0.0,8,6,75.0,45,6
2026-06-11T17:08:44.433599+00:00,0.0,0.0,8,8,100.0,45,7
2026-06-11T17:08:47.727859+00:00,0.0,0.0,8,6,75.0,47,5
