t_s,used,total,rate_pct
61837200.0,49,84,58.3333
61844400.0,44,84,52.3810
61887600.0,39,84,46.4286
61923600.0,48,84,57.1429
61927200.0,41,84,48.8095
61959600.0,37,84,44.0476
61981200.0,30,84,35.7143
61999200.0,23,84,27.3810
62006400.0,21,84,25.0000
62010000.0,14,84,16.6667
62010000.0,22,84,26.1905
62096400.0,32,84,38.0952
62128800.0,24,84,28.5714
62150400.0,20,84,23.8095
62182800.0,24,84,28.5714
62208000.0,20,84,23.8095
62355600.0,26,84,30.9524
62370000.0,20,84,23.8095
62442000.0,33,84,39.2857
62485200.0,29,84,34.5238
62488800.0,21,84,25.0000
62528400.0,27,84,32.1429
62614800.0,21,84,25.0000
62701200.0,13,84,15.4762
62701200.0,16,84,19.0476
62787600.0,10,84,11.9048
62874000.0,23,84,27.3810
62931600.0,20,84,23.8095
62960400.0,17,84,20.2381
63046800.0,22,84,26.1905
63133200.0,17,84,20.2381
63133200.0,23,84,27.3810
63180000.0,19,84,22.6190
63194400.0,16,84,19.0476
63198000.0,14,84,16.6667
63392400.0,24,84,28.5714
63457200.0,22,84,26.1905
63478800.0,14,84,16.6667
63478800.0,21,84,25.0000
63572400.0,16,84,19.0476
63597600.0,11,84,13.0952
63622800.0,9,84,10.7143
63651600.0,23,84,27.3810
63666000.0,17,84,20.2381
63738000.0,9,84,10.7143
63738000.0,25,84,29.7619
63824400.0,41,84,48.8095
63853200.0,34,84,40.4762
63910800.0,45,84,53.5714
63946800.0,44,84,52.3810
63957600.0,41,84,48.8095
63997200.0,34,84,40.4762
63997200.0,43,84,51.1905
64000800.0,42,84,50.0000
64083600.0,46,84,54.7619
64087200.0,44,84,52.3810
64170000.0,55,84,65.4762
64177200.0,54,84,64.2857
64188000.0,46,84,54.7619
64216800.0,39,84,46.4286
64234800.0,35,84,41.6667
64256400.0,42,84,50.0000
64278000.0,35,84,41.6667
64382400.0,27,84,32.1429
64429200.0,29,84,34.5238
64461600.0,22,84,26.1905
64515600.0,20,84,23.8095
64515600.0,35,84,41.6667
64602000.0,34,84,40.4762
64602000.0,37,84,44.0476
64648800.0,34,84,40.4762
64688400.0,42,84,50.0000
64724400.0,39,84,46.4286
64774800.0,46,84,54.7619
64861200.0,45,84,53.5714
64861200.0,50,84,59.5238
64929600.0,48,84,57.1429
64947600.0,56,84,66.6667
64994400.0,48,84,57.1429
65034000.0,51,84,60.7143
65055600.0,47,84,55.9524
65088000.0,44,84,52.3810
65120400.0,55,84,65.4762
65131200.0,52,84,61.9048
65138400.0,45,84,53.5714
65142000.0,44,84,52.3810
65149200.0,39,84,46.4286
65152800.0,33,84,39.2857
65188800.0,31,84,36.9048
65203200.0,30,84,35.7143
65206800.0,50,84,59.5238
65257200.0,42,84,50.0000
65293200.0,36,84,42.8571
65379600.0,37,84,44.0476
65426400.0,36,84,42.8571
65466000.0,46,84,54.7619
65552400.0,41,84,48.8095
65646000.0,33,84,39.2857
65646000.0,27,84,32.1429
65725200.0,36,84,42.8571
65779200.0,28,84,33.3333
65811600.0,38,84,45.2381
65858400.0,35,84,41.6667
65858400.0,33,84,39.2857
65894400.0,27,84,32.1429
65898000.0,26,84,30.9524
65898000.0,21,84,25.0000
65898000.0,34,84,40.4762
65905200.0,32,84,38.0952
65934000.0,24,84,28.5714
65977200.0,20,84,23.8095
65984400.0,29,84,34.5238
66016800.0,23,84,27.3810
66038400.0,20,84,23.8095
66070800.0,32,84,38.0952
66074400.0,26,84,30.9524
66110400.0,20,84,23.8095
66157200.0,25,84,29.7619
66218400.0,22,84,26.1905
66243600.0,33,84,39.2857
66272400.0,29,84,34.5238
66286800.0,28,84,33.3333
66319200.0,21,84,25.0000
66330000.0,36,84,42.8571
66394800.0,28,84,33.3333
66416400.0,25,84,29.7619
66416400.0,35,84,41.6667
66474000.0,30,84,35.7143
66499200.0,26,84,30.9524
66502800.0,34,84,40.4762
66549600.0,26,84,30.9524
66675600.0,32,84,38.0952
66726000.0,26,84,30.9524
66762000.0,27,84,32.1429
66769200.0,22,84,26.1905
66848400.0,21,84,25.0000
66848400.0,40,84,47.6190
66862800.0,33,84,39.2857
66934800.0,32,84,38.0952
66934800.0,39,84,46.4286
67021200.0,44,84,52.3810
67107600.0,59,84,70.2381
67140000.0,52,84,61.9048
67194000.0,63,84,75.0000
67197600.0,60,84,71.4286
67240800.0,59,84,70.2381
67280400.0,77,84,91.6667
67316400.0,69,84,82.1429
67316400.0,76,84,90.4762
67323600.0,69,84,82.1429
67366800.0,65,84,77.3810
67366800.0,57,84,67.8571
67453200.0,58,84,69.0476
67518000.0,57,84,67.8571
67532400.0,51,84,60.7143
67536000.0,48,84,57.1429
67539600.0,40,84,47.6190
67539600.0,59,84,70.2381
67626000.0,69,84,82.1429
67712400.0,68,84,80.9524
67712400.0,68,84,80.9524
67723200.0,66,84,78.5714
67723200.0,74,84,88.0952
67734000.0,68,84,80.9524
67734000.0,68,84,80.9524
67798800.0,68,84,80.9524
67806000.0,60,84,71.4286
67806000.0,69,84,82.1429
67809600.0,61,84,72.6190
67809600.0,72,84,85.7143
67831200.0,69,84,82.1429
67870800.0,65,84,77.3810
67881600.0,60,84,71.4286
67885200.0,63,84,75.0000
67888800.0,56,84,66.6667
67888800.0,54,84,64.2857
67903200.0,47,84,55.9524
67906800.0,39,84,46.4286
67960800.0,37,84,44.0476
67993200.0,35,84,41.6667
67993200.0,32,84,38.0952
68014800.0,31,84,36.9048
68058000.0,45,84,53.5714
68104800.0,39,84,46.4286
68144400.0,34,84,40.4762
68144400.0,50,84,59.5238
68209200.0,43,84,51.1905
68212800.0,36,84,42.8571
68230800.0,53,84,63.0952
68234400.0,50,84,59.5238
68317200.0,45,84,53.5714
68317200.0,48,84,57.1429
68403600.0,45,84,53.5714
68403600.0,57,84,67.8571
68421600.0,49,84,58.3333
68490000.0,64,84,76.1905
68493600.0,59,84,70.2381
68497200.0,58,84,69.0476
68500800.0,57,84,67.8571
68508000.0,53,84,63.0952
68569200.0,50,84,59.5238
68576400.0,46,84,54.7619
68576400.0,47,84,55.9524
68648400.0,46,84,54.7619
68662800.0,67,84,79.7619
68680800.0,62,84,73.8095
68691600.0,58,84,69.0476
68727600.0,54,84,64.2857
68742000.0,47,84,55.9524
68749200.0,42,84,50.0000
68749200.0,49,84,58.3333
68781600.0,45,84,53.5714
68835600.0,57,84,67.8571
68922000.0,72,84,85.7143
68940000.0,69,84,82.1429
68940000.0,69,84,82.1429
68997600.0,62,84,73.8095
68997600.0,70,84,83.3333
69008400.0,70,84,83.3333
69076800.0,62,84,73.8095
69076800.0,75,84,89.2857
69094800.0,75,84,89.2857
69181200.0,75,84,89.2857
69184800.0,73,84,86.9048
69184800.0,78,84,92.8571
69231600.0,73,84,86.9048
69231600.0,78,84,92.8571
69249600.0,73,84,86.9048
69249600.0,81,84,96.4286
69253200.0,75,84,89.2857
69253200.0,75,84,89.2857
69267600.0,75,84,89.2857
69278400.0,70,84,83.3333
69278400.0,76,84,90.4762
69282000.0,70,84,83.3333
69282000.0,73,84,86.9048
69303600.0,67,84,79.7619
69303600.0,67,84,79.7619
69354000.0,73,84,86.9048
69361200.0,70,84,83.3333
69361200.0,70,84,83.3333
69364800.0,62,84,73.8095
69364800.0,56,84,66.6667
69364800.0,76,84,90.4762
69372000.0,74,84,88.0952
69372000.0,74,84,88.0952
69393600.0,72,84,85.7143
69393600.0,81,84,96.4286
69397200.0,76,84,90.4762
69397200.0,76,84,90.4762
69411600.0,73,84,86.9048
69411600.0,80,84,95.2381
69440400.0,73,84,86.9048
69440400.0,73,84,86.9048
69451200.0,65,84,77.3810
69451200.0,76,84,90.4762
69498000.0,70,84,83.3333
69498000.0,76,84,90.4762
69526800.0,76,84,90.4762
69577200.0,73,84,86.9048
69577200.0,80,84,95.2381
69595200.0,74,84,88.0952
69595200.0,74,84,88.0952
69613200.0,74,84,88.0952
69616800.0,66,84,78.5714
69616800.0,62,84,73.8095
69616800.0,69,84,82.1429
69620400.0,63,84,75.0000
69620400.0,69,84,82.1429
69656400.0,63,84,75.0000
69656400.0,69,84,82.1429
69663600.0,62,84,73.8095
69663600.0,62,84,73.8095
69699600.0,62,84,73.8095
69786000.0,60,84,71.4286
69786000.0,65,84,77.3810
69818400.0,64,84,76.1905
69818400.0,64,84,76.1905
69865200.0,59,84,70.2381
69865200.0,53,84,63.0952
69865200.0,73,84,86.9048
69868800.0,67,84,79.7619
69868800.0,67,84,79.7619
69872400.0,67,84,79.7619
69930000.0,63,84,75.0000
69930000.0,63,84,75.0000
69944400.0,61,84,72.6190
69944400.0,64,84,76.1905
69958800.0,64,84,76.1905
70027200.0,61,84,72.6190
70027200.0,63,84,75.0000
70030800.0,61,84,72.6190
70030800.0,61,84,72.6190
70045200.0,61,84,72.6190
70074000.0,53,84,63.0952
70074000.0,60,84,71.4286
70131600.0,60,84,71.4286
70156800.0,54,84,64.2857
70156800.0,69,84,82.1429
70167600.0,61,84,72.6190
70167600.0,61,84,72.6190
70218000.0,61,84,72.6190
70261200.0,59,84,70.2381
70261200.0,64,84,76.1905
70282800.0,63,84,75.0000
70282800.0,64,84,76.1905
70293600.0,61,84,72.6190
70293600.0,61,84,72.6190
70304400.0,61,84,72.6190
70329600.0,60,84,71.4286
70329600.0,60,84,71.4286
70390800.0,60,84,71.4286
70423200.0,53,84,63.0952
70423200.0,62,84,73.8095
70437600.0,56,84,66.6667
70437600.0,57,84,67.8571
70477200.0,59,84,70.2381
70488000.0,57,84,67.8571
70488000.0,60,84,71.4286
70524000.0,59,84,70.2381
70524000.0,52,84,61.9048
70524000.0,66,84,78.5714
70563600.0,66,84,78.5714
70650000.0,66,84,78.5714
70711200.0,61,84,72.6190
70711200.0,65,84,77.3810
70714800.0,57,84,67.8571
70714800.0,61,84,72.6190
70736400.0,61,84,72.6190
70822800.0,61,84,72.6190
70909200.0,61,84,72.6190
70959600.0,60,84,71.4286
70959600.0,61,84,72.6190
70974000.0,60,84,71.4286
70974000.0,60,84,71.4286
70995600.0,60,84,71.4286
71024400.0,57,84,67.8571
71024400.0,60,84,71.4286
71082000.0,61,84,72.6190
71168400.0,60,84,71.4286
71168400.0,60,84,71.4286
71254800.0,60,84,71.4286
71341200.0,60,84,71.4286
71377200.0,59,84,70.2381
71377200.0,59,84,70.2381
71427600.0,60,84,71.4286
71499600.0,56,84,66.6667
71499600.0,61,84,72.6190
71510400.0,60,84,71.4286
71510400.0,60,84,71.4286
71514000.0,60,84,71.4286
71586000.0,55,84,65.4762
71586000.0,59,84,70.2381
71643600.0,56,84,66.6667
71643600.0,59,84,70.2381
71686800.0,64,84,76.1905
71730000.0,59,84,70.2381
71730000.0,56,84,66.6667
71730000.0,61,84,72.6190
71773200.0,56,84,66.6667
71773200.0,56,84,66.6667
71841600.0,53,84,63.0952
71841600.0,60,84,71.4286
71856000.0,55,84,65.4762
71856000.0,55,84,65.4762
71910000.0,51,84,60.7143
71910000.0,54,84,64.2857
71928000.0,47,84,55.9524
71928000.0,63,84,75.0000
71953200.0,56,84,66.6667
71953200.0,61,84,72.6190
71974800.0,54,84,64.2857
71974800.0,57,84,67.8571
71985600.0,52,84,61.9048
71985600.0,53,84,63.0952
71992800.0,52,84,61.9048
71992800.0,57,84,67.8571
72104400.0,56,84,66.6667
72104400.0,58,84,69.0476
72129600.0,54,84,64.2857
72129600.0,56,84,66.6667
72133200.0,54,84,64.2857
72133200.0,58,84,69.0476
72158400.0,52,84,61.9048
72158400.0,59,84,70.2381
72172800.0,54,84,64.2857
72172800.0,57,84,67.8571
72219600.0,53,84,63.0952
72219600.0,54,84,64.2857
72244800.0,47,84,55.9524
72244800.0,71,84,84.5238
72320400.0,63,84,75.0000
72320400.0,66,84,78.5714
72327600.0,63,84,75.0000
72327600.0,63,84,75.0000
72597600.0,55,84,65.4762
72597600.0,55,84,65.4762
72601200.0,52,84,61.9048
72601200.0,58,84,69.0476
72770400.0,57,84,67.8571
72770400.0,57,84,67.8571
72896400.0,53,84,63.0952
72896400.0,57,84,67.8571
72900000.0,53,84,63.0952
72900000.0,54,84,64.2857
72979200.0,50,84,59.5238
72979200.0,55,84,65.4762
72986400.0,50,84,59.5238
72986400.0,52,84,61.9048
73022400.0,51,84,60.7143
73022400.0,53,84,63.0952
73231200.0,45,84,53.5714
73231200.0,53,84,63.0952
73483200.0,45,84,53.5714
73483200.0,71,84,84.5238
73486800.0,66,84,78.5714
73486800.0,60,84,71.4286
73486800.0,63,84,75.0000
73504800.0,60,84,71.4286
73504800.0,64,84,76.1905
73508400.0,60,84,71.4286
73508400.0,60,84,71.4286
73566000.0,57,84,67.8571
73566000.0,63,84,75.0000
73569600.0,55,84,65.4762
73569600.0,61,84,72.6190
73594800.0,55,84,65.4762
73594800.0,62,84,73.8095
73630800.0,55,84,65.4762
73630800.0,55,84,65.4762
73641600.0,52,84,61.9048
73641600.0,54,84,64.2857
73656000.0,48,84,57.1429
73656000.0,46,84,54.7619
73656000.0,55,84,65.4762
73695600.0,49,84,58.3333
73695600.0,65,84,77.3810
73720800.0,64,84,76.1905
73720800.0,64,84,76.1905
73724400.0,60,84,71.4286
73724400.0,60,84,71.4286
73782000.0,53,84,63.0952
73782000.0,63,84,75.0000
73785600.0,58,84,69.0476
73785600.0,62,84,73.8095
73861200.0,57,84,67.8571
73861200.0,57,84,67.8571
73990800.0,53,84,63.0952
73990800.0,57,84,67.8571
74034000.0,55,84,65.4762
74034000.0,55,84,65.4762
74196000.0,51,84,60.7143
74196000.0,58,84,69.0476
74217600.0,53,84,63.0952
74282400.0,51,84,60.7143
74383200.0,50,84,59.5238
74437200.0,47,84,55.9524
74527200.0,45,84,53.5714
75369600.0,37,84,44.0476
75423600.0,32,84,38.0952
75960000.0,30,84,35.7143
76158000.0,22,84,26.1905
76334400.0,20,84,23.8095
77227200.0,15,84,17.8571
77886000.0,14,84,16.6667
78098400.0,8,84,9.5238
79358400.0,0,84,0.0000
