queue_delay_s
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
7200.0
7200.0
10800.0
10800.0
10800.0
36000.0
39600.0
54000.0
57600.0
68400.0
68400.0
75600.0
90000.0
90000.0
93600.0
93600.0
93600.0
97200.0
97200.0
97200.0
97200.0
97200.0
100800.0
104400.0
126000.0
126000.0
126000.0
136800.0
136800.0
154800.0
154800.0
165600.0
180000.0
180000.0
244800.0
252000.0
252000.0
252000.0
259200.0
334800.0
374400.0
374400.0
378000.0
378000.0
388800.0
392400.0
471600.0
478800.0
478800.0
478800.0
486000.0
518400.0
558000.0
579600.0
579600.0
666000.0
741600.0
842400.0
1339200.0
1339200.0
1339200.0
1422000.0
1425600.0
1425600.0
1425600.0
1447200.0
1447200.0
1461600.0
1461600.0
1461600.0
1461600.0
1476000.0
1512000.0
1512000.0
1519200.0
1548000.0
1566000.0
1598400.0
1598400.0
1641600.0
1641600.0
1944000.0
1954800.0
1954800.0
1954800.0
2030400.0
2041200.0
2041200.0
2044800.0
2073600.0
2127600.0
2134800.0
2134800.0
2163600.0
2167200.0
2167200.0
2170800.0
2174400.0
2214000.0
2214000.0
2221200.0
2221200.0
2221200.0
2221200.0
2228400.0
2253600.0
2253600.0
2271600.0
2271600.0
2300400.0
2300400.0
2368800.0
2368800.0
2386800.0
