namespace,pod,phase,start,finish
ns-16904374776309414,violet-run-pipeline-gpu-gcfvp-3319408383,Running,2024-01-19 10:30:00+09:00,2024-02-08 00:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-gnkh6-2121986657,Pending,2023-11-23 11:00:00+09:00,2023-11-24 08:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-gnkh6-2121986657,Running,2023-11-24 08:15:00+09:00,2023-11-24 13:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-h24xn-1678489745,Succeeded,2023-12-04 16:00:00+09:00,2023-12-05 16:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-h2p5r-286463186,Failed,2023-11-28 00:30:00+09:00,2023-11-29 00:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-hbdf4-3082519453,Running,2023-11-21 13:30:00+09:00,2023-11-21 13:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-hbdf4-3082519453,Failed,2023-11-21 13:45:00+09:00,2023-11-22 13:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-hdxcg-3799891687,Running,2023-11-21 10:45:00+09:00,2023-11-21 13:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-hfd2d-4226264813,Failed,2023-12-04 13:30:00+09:00,2023-12-05 13:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-hhszj-55877518,Running,2023-11-21 17:45:00+09:00,2023-11-22 11:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-jbthq-390385068,Pending,2024-01-25 14:30:00+09:00,2024-01-25 14:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-jrsp9-3759191875,Running,2024-01-04 09:15:00+09:00,2024-01-16 10:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-kb27t-3379495359,Running,2023-11-09 16:30:00+09:00,2023-11-13 01:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-kb27t-3379495359,Succeeded,2023-11-13 01:45:00+09:00,2023-11-14 01:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-kszt7-3240447802,Succeeded,2023-12-04 13:30:00+09:00,2023-12-05 13:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-kw5x7-2522579421,Running,2023-12-05 12:15:00+09:00,2023-12-09 16:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-kw5x7-2522579421,Succeeded,2023-12-09 16:30:00+09:00,2023-12-10 16:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-l5rjd-854519970,Succeeded,2023-12-04 15:45:00+09:00,2023-12-05 15:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-lbpbk-3665481022,Running,2024-01-25 19:15:00+09:00,2024-01-26 18:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-lclbx-3893803466,Running,2023-11-29 09:00:00+09:00,2023-11-29 09:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-lclbx-3893803466,Failed,2023-11-29 09:15:00+09:00,2023-11-30 09:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-llwrg-1239579183,Pending,2024-02-02 09:15:00+09:00,2024-02-02 09:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-llwrg-1239579183,Failed,2024-02-02 09:30:00+09:00,2024-02-03 09:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-lwbp2-1534120356,Running,2024-01-04 17:45:00+09:00,2024-01-04 18:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-lwbp2-1534120356,Failed,2024-01-04 18:00:00+09:00,2024-01-05 17:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-m62t9-1713357761,Pending,2023-12-01 14:00:00+09:00,2023-12-01 14:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-m62t9-1713357761,Failed,2023-12-01 14:15:00+09:00,2023-12-02 14:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-m685r-957622763,Succeeded,2024-01-16 11:00:00+09:00,2024-01-17 11:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-m69n2-14009827,Running,2023-11-24 15:15:00+09:00,2023-12-05 16:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-m6jhb-3613057990,Pending,2023-11-21 12:45:00+09:00,2023-11-21 13:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-m6jhb-3613057990,Running,2023-11-21 13:00:00+09:00,2023-11-21 13:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-m9zgw-458000631,Running,2023-11-10 11:30:00+09:00,2023-11-10 11:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-mbjlq-2199334477,Failed,2023-11-21 17:30:00+09:00,2023-11-22 17:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-mcm5b-2476492573,Running,2023-11-28 01:15:00+09:00,2023-11-28 10:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-mcm5b-2476492573,Succeeded,2023-11-28 10:00:00+09:00,2023-11-29 09:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-mgcww-1090067804,Pending,2023-11-29 14:30:00+09:00,2023-11-29 14:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-mgcww-1090067804,Failed,2023-11-29 14:45:00+09:00,2023-11-30 14:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-mlf6p-1098244676,Pending,2023-11-28 16:15:00+09:00,2023-11-28 16:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-mlf6p-1098244676,Running,2023-11-28 16:30:00+09:00,2023-11-30 00:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-mlf6p-1098244676,Succeeded,2023-11-30 00:45:00+09:00,2023-12-01 00:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-mtvlb-2351174112,Pending,2023-11-28 08:15:00+09:00,2023-11-28 08:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-mtvlb-2351174112,Running,2023-11-28 08:30:00+09:00,2023-11-28 17:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-mtvlb-2351174112,Succeeded,2023-11-28 17:30:00+09:00,2023-11-29 17:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-mxm86-2846338103,Running,2023-12-07 10:45:00+09:00,2023-12-09 16:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-mxm86-2846338103,Succeeded,2023-12-09 16:45:00+09:00,2023-12-10 16:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-mzxmw-1728086594,Running,2023-11-09 16:30:00+09:00,2023-11-10 12:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-mzxmw-1728086594,Succeeded,2023-11-10 12:45:00+09:00,2023-11-11 12:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-nbgpm-163633471,Running,2024-02-02 11:15:00+09:00,2024-02-02 15:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-nbgpm-163633471,Succeeded,2024-02-02 15:30:00+09:00,2024-02-03 15:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-nc6tm-3758011249,Running,2023-11-21 13:45:00+09:00,2023-11-21 14:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-nc6tm-3758011249,Failed,2023-11-21 14:00:00+09:00,2023-11-22 13:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-nrzrq-919647940,Running,2023-11-20 17:00:00+09:00,2023-11-22 10:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-nrzrq-919647940,Succeeded,2023-11-22 10:00:00+09:00,2023-11-23 10:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-nxkf6-3131563608,Pending,2023-12-05 12:15:00+09:00,2023-12-05 12:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-nzqg5-1683300456,Failed,2023-12-01 15:45:00+09:00,2023-12-02 15:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-p468s-2343969592,Running,2023-11-28 00:45:00+09:00,2023-11-28 01:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-pf4z8-1364262505,Running,2023-12-06 17:15:00+09:00,2023-12-07 22:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-pf4z8-1364262505,Succeeded,2023-12-07 22:00:00+09:00,2023-12-08 21:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-pkn5k-2293202526,Failed,2023-11-21 16:00:00+09:00,2023-11-22 16:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-plzwx-2732617522,Pending,2023-11-21 13:45:00+09:00,2023-11-21 14:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-plzwx-2732617522,Running,2023-11-21 14:00:00+09:00,2023-11-22 09:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-pskxg-1311846560,Running,2024-01-26 18:15:00+09:00,2024-01-28 02:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-pskxg-1311846560,Succeeded,2024-01-28 02:15:00+09:00,2024-01-29 02:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-q692j-3150263403,Running,2023-11-08 21:15:00+09:00,2023-11-10 11:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-qh2nl-2614040420,Running,2024-02-01 17:30:00+09:00,2024-02-01 18:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-qjz4q-3180446049,Succeeded,2024-01-22 08:45:00+09:00,2024-01-23 08:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-r5dvd-3857918682,Running,2023-11-30 08:15:00+09:00,2023-11-30 09:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-rb4pf-985077243,Running,2024-01-25 14:45:00+09:00,2024-01-26 18:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-rbfz5-333215584,Succeeded,2023-12-01 15:30:00+09:00,2023-12-02 15:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-rprg6-1803487622,Failed,2023-12-04 14:30:00+09:00,2023-12-05 14:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-spbl6-2312017306,Failed,2023-12-01 14:30:00+09:00,2023-12-02 14:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-srgcr-114569520,Running,2024-01-03 13:30:00+09:00,2024-01-03 15:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-srgcr-114569520,Failed,2024-01-03 15:45:00+09:00,2024-01-03 16:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-srgcr-114569520,Running,2024-01-03 16:15:00+09:00,2024-01-05 07:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-srgcr-114569520,Running,2024-01-12 16:00:00+09:00,2024-01-14 14:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-srgcr-114569520,Failed,2024-01-14 14:00:00+09:00,2024-01-15 13:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-srgcr-114569520,Running,2024-01-15 14:00:00+09:00,2024-01-15 14:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-srgcr-114569520,Running,2024-01-23 21:30:00+09:00,2024-01-26 21:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-srgcr-114569520,Running,2024-01-31 13:00:00+09:00,2024-01-31 13:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-srgcr-114569520,Failed,2024-01-31 13:45:00+09:00,2024-01-31 15:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-srgcr-114569520,Running,2024-01-31 15:00:00+09:00,2024-02-02 16:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-srgcr-114569520,Pending,2024-02-02 16:30:00+09:00,2024-02-03 15:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-srgcr-114569520,Running,2024-02-03 15:00:00+09:00,2024-02-03 15:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-srgcr-114569520,Failed,2024-02-03 15:45:00+09:00,2024-02-04 00:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-srgcr-114569520,Running,2024-02-04 00:15:00+09:00,2024-02-06 10:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-t8f9p-304554660,Succeeded,2023-11-11 21:00:00+09:00,2023-11-12 21:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-tdn9x-3826168464,Running,2023-11-08 21:15:00+09:00,2023-12-05 16:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-tpvlv-2275797057,Failed,2023-12-01 14:45:00+09:00,2023-12-02 14:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-v4rjr-1588261321,Running,2024-02-02 09:30:00+09:00,2024-02-02 11:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-v4rjr-1588261321,Succeeded,2024-02-02 11:15:00+09:00,2024-02-03 11:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-v7vh7-930281187,Running,2023-12-18 16:30:00+09:00,2023-12-18 19:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-v7vh7-930281187,Succeeded,2023-12-18 19:15:00+09:00,2023-12-19 19:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-vh4wb-3434803356,Failed,2024-02-01 14:45:00+09:00,2024-02-02 14:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-vxk4g-2272960119,Running,2023-11-09 16:30:00+09:00,2023-11-12 04:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-vxk4g-2272960119,Succeeded,2023-11-12 04:45:00+09:00,2023-11-13 04:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-wzvmv-3471391159,Failed,2023-11-27 12:15:00+09:00,2023-11-27 12:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-wzvmv-3471391159,Running,2023-11-27 12:30:00+09:00,2023-11-29 08:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-wzvmv-3471391159,Pending,2023-11-29 09:30:00+09:00,2023-11-29 10:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-wzvmv-3471391159,Running,2023-11-30 09:45:00+09:00,2023-12-01 15:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-wzvmv-3471391159,Pending,2023-12-07 16:45:00+09:00,2023-12-07 17:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-wzvmv-3471391159,Pending,2023-12-07 17:15:00+09:00,2023-12-07 22:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-wzvmv-3471391159,Running,2023-12-07 22:00:00+09:00,2023-12-08 21:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-wzvmv-3471391159,Running,2023-12-19 15:15:00+09:00,2023-12-20 09:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-wzvmv-3471391159,Running,2023-12-20 10:15:00+09:00,2023-12-22 07:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-xfmxs-866180897,Failed,2023-12-04 15:30:00+09:00,2023-12-05 15:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-xmzrj-3292482656,Running,2024-01-04 19:30:00+09:00,2024-01-16 10:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-xpcxm-2778807119,Running,2024-02-01 10:45:00+09:00,2024-02-01 11:45:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-xpcxm-2778807119,Succeeded,2024-02-01 11:45:00+09:00,2024-02-02 11:30:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-z69vt-1590214906,Running,2023-12-05 12:30:00+09:00,2023-12-11 16:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-z69vt-1590214906,Failed,2023-12-11 16:15:00+09:00,2023-12-12 16:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-zcc7l-3692803956,Running,2023-12-04 16:15:00+09:00,2023-12-04 17:15:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-zjkfp-3360153064,Failed,2023-12-04 15:00:00+09:00,2023-12-05 15:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-zwk5k-2679731521,Failed,2024-01-17 14:30:00+09:00,2024-01-18 17:00:00+09:00
ns-16904374776309414,violet-run-pipeline-gpu-zwk5k-2679731521,Succeeded,2024-01-18 17:00:00+09:00,2024-01-19 17:00:00+09:00
ns-16904406391779833,instance-304-0,Pending,2024-01-02 17:30:00+09:00,2024-01-03 10:15:00+09:00
ns-16904406391779833,instance-304-0,Running,2024-01-03 10:15:00+09:00,2024-01-03 17:45:00+09:00
ns-16904406391779833,instance-304-0,Pending,2024-01-04 12:15:00+09:00,2024-01-04 12:30:00+09:00
ns-16904406391779833,instance-304-0,Running,2024-01-04 12:30:00+09:00,2024-01-05 12:15:00+09:00
ns-16904406391779833,instance-304-0,Pending,2024-01-23 14:15:00+09:00,2024-01-23 14:30:00+09:00
ns-16904406391779833,instance-304-0,Running,2024-01-23 14:30:00+09:00,2024-01-24 14:15:00+09:00
ns-16904406391779833,violet-run-pipeline-gpu-7fmc4-1026476480,Running,2024-01-12 14:45:00+09:00,2024-01-13 08:45:00+09:00
ns-16904406391779833,violet-run-pipeline-gpu-7fmc4-1026476480,Succeeded,2024-01-13 08:45:00+09:00,2024-01-14 08:45:00+09:00
ns-16904406391779833,violet-run-pipeline-gpu-ddpm9-2307128927,Running,2024-01-15 17:00:00+09:00,2024-01-15 17:15:00+09:00
ns-16904406391779833,violet-run-pipeline-gpu-ddpm9-2307128927,Succeeded,2024-01-15 17:15:00+09:00,2024-01-16 17:00:00+09:00
ns-16904406391779833,violet-run-pipeline-gpu-qdcn4-1024937405,Running,2024-01-16 14:30:00+09:00,2024-01-23 00:30:00+09:00
ns-16904406391779833,violet-run-pipeline-gpu-qdcn4-1024937405,Succeeded,2024-01-23 00:30:00+09:00,2024-01-24 00:30:00+09:00
ns-16904406391779833,violet-run-pipeline-gpu-x9tfn-248304882,Running,2024-01-05 16:45:00+09:00,2024-01-12 03:00:00+09:00
ns-16904406391779833,violet-run-pipeline-gpu-x9tfn-248304882,Succeeded,2024-01-12 03:00:00+09:00,2024-01-13 02:45:00+09:00
ns-1690440796148727,instance-2266-0,Running,2023-12-19 13:15:00+09:00,2023-12-20 13:15:00+09:00
ns-1690440796148727,instance-2409-0,Running,2024-01-12 15:45:00+09:00,2024-01-12 16:00:00+09:00
ns-1690440796148727,instance-2410-0,Running,2024-01-12 16:00:00+09:00,2024-01-13 16:00:00+09:00
ns-1690440796148727,instance-2410-0,Pending,2024-01-15 14:00:00+09:00,2024-01-15 14:15:00+09:00
ns-1690440796148727,instance-2448-0,Running,2024-01-17 10:00:00+09:00,2024-01-18 10:00:00+09:00
ns-1690440796148727,instance-2561-0,Running,2024-01-30 16:00:00+09:00,2024-01-30 16:30:00+09:00
ns-1690440796148727,instance-2562-0,Running,2024-01-30 16:45:00+09:00,2024-01-30 17:00:00+09:00
ns-1690440796148727,instance-2565-0,Running,2024-01-30 17:15:00+09:00,2024-01-30 17:30:00+09:00
ns-1690440796148727,instance-2572-0,Running,2024-01-31 10:00:00+09:00,2024-01-31 11:00:00+09:00
ns-1690440796148727,instance-2580-0,Running,2024-01-31 13:30:00+09:00,2024-01-31 14:00:00+09:00
ns-1690440796148727,instance-2585-0,Running,2024-01-31 14:00:00+09:00,2024-02-01 14:00:00+09:00
ns-1690440796148727,violet-run-pipeline-gpu-dzqlw-1162961189,Running,2023-11-08 21:15:00+09:00,2023-11-14 11:30:00+09:00
ns-1690440796148727,violet-run-pipeline-gpu-dzqlw-1162961189,Succeeded,2023-11-14 11:30:00+09:00,2023-11-15 11:30:00+09:00
ns-1690440796148727,violet-run-pipeline-gpu-fcthj-1525357944,Running,2023-11-08 21:15:00+09:00,2023-11-24 17:00:00+09:00
ns-1690440796148727,violet-run-pipeline-gpu-fcthj-1525357944,Succeeded,2023-11-24 17:00:00+09:00,2023-11-25 17:00:00+09:00
ns-1690440796148727,violet-run-pipeline-gpu-qgdht-488548089,Running,2023-11-08 21:15:00+09:00,2023-11-24 00:45:00+09:00
ns-1690440796148727,violet-run-pipeline-gpu-qgdht-488548089,Succeeded,2023-11-24 00:45:00+09:00,2023-11-25 00:30:00+09:00
ns-1690440796148727,violet-run-pipeline-gpu-qr2fk-3879037461,Running,2023-11-08 21:15:00+09:00,2023-11-13 09:15:00+09:00
ns-1690440796148727,violet-run-pipeline-gpu-qr2fk-3879037461,Succeeded,2023-11-13 09:15:00+09:00,2023-11-14 09:15:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-11-09 09:30:00+09:00,2023-11-09 17:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-11-10 14:15:00+09:00,2023-11-10 15:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-11-10 16:00:00+09:00,2023-11-10 16:30:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-11-14 09:15:00+09:00,2023-11-14 16:45:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-11-15 11:00:00+09:00,2023-11-15 17:00:00+09:00
ns-16904408990530505,instance-1411-0,Pending,2023-11-20 08:45:00+09:00,2023-11-20 09:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-11-20 09:00:00+09:00,2023-11-20 17:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-11-21 11:00:00+09:00,2023-11-21 15:15:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-11-22 14:00:00+09:00,2023-11-22 17:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-11-28 08:30:00+09:00,2023-11-28 17:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-11-29 08:45:00+09:00,2023-11-29 17:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-11-30 08:30:00+09:00,2023-11-30 15:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-12-05 08:15:00+09:00,2023-12-05 15:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-12-06 09:15:00+09:00,2023-12-06 16:45:00+09:00
ns-16904408990530505,instance-1411-0,Pending,2023-12-07 08:00:00+09:00,2023-12-07 08:15:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-12-07 08:15:00+09:00,2023-12-07 17:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-12-13 10:45:00+09:00,2023-12-13 17:45:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-12-14 08:45:00+09:00,2023-12-14 16:45:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-12-18 13:00:00+09:00,2023-12-18 17:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-12-19 08:30:00+09:00,2023-12-19 11:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-12-22 13:45:00+09:00,2023-12-22 17:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-12-27 08:15:00+09:00,2023-12-27 16:45:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-12-28 08:30:00+09:00,2023-12-28 14:45:00+09:00
ns-16904408990530505,instance-1411-0,Running,2023-12-29 09:45:00+09:00,2023-12-29 10:45:00+09:00
ns-16904408990530505,instance-1411-0,Running,2024-01-02 10:00:00+09:00,2024-01-02 16:30:00+09:00
ns-16904408990530505,instance-1411-0,Running,2024-01-15 09:15:00+09:00,2024-01-15 17:15:00+09:00
ns-16904408990530505,instance-1411-0,Running,2024-01-16 09:45:00+09:00,2024-01-16 17:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2024-01-17 08:45:00+09:00,2024-01-18 08:45:00+09:00
ns-16904408990530505,instance-1411-0,Running,2024-01-22 09:15:00+09:00,2024-01-22 17:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2024-01-23 09:45:00+09:00,2024-01-23 17:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2024-01-29 08:30:00+09:00,2024-01-29 17:15:00+09:00
ns-16904408990530505,instance-1411-0,Pending,2024-01-30 09:45:00+09:00,2024-01-30 10:15:00+09:00
ns-16904408990530505,instance-1411-0,Running,2024-01-30 10:15:00+09:00,2024-01-30 17:00:00+09:00
ns-16904408990530505,instance-1411-0,Running,2024-01-31 10:15:00+09:00,2024-01-31 17:15:00+09:00
ns-16904408990530505,instance-1411-0,Running,2024-02-05 09:00:00+09:00,2024-02-05 17:15:00+09:00
ns-16904408990530505,instance-1411-0,Running,2024-02-06 09:15:00+09:00,2024-02-06 16:30:00+09:00
ns-16904409679649498,instance-1183-0,Running,2024-01-04 02:45:00+09:00,2024-01-05 02:45:00+09:00
ns-16904409679649498,instance-1183-0,Running,2024-01-08 09:15:00+09:00,2024-01-09 09:15:00+09:00
ns-16904409679649498,instance-1183-0,Running,2024-01-11 08:45:00+09:00,2024-01-12 08:45:00+09:00
ns-16904409679649498,instance-1183-0,Running,2024-01-12 16:15:00+09:00,2024-01-13 16:15:00+09:00
ns-16904409679649498,instance-1183-0,Running,2024-01-14 19:15:00+09:00,2024-01-15 19:30:00+09:00
ns-16904409679649498,instance-1183-0,Running,2024-01-18 07:15:00+09:00,2024-01-19 07:15:00+09:00
ns-16904409679649498,instance-1183-0,Pending,2024-01-23 16:45:00+09:00,2024-01-23 17:00:00+09:00
ns-16904409679649498,instance-1183-0,Running,2024-01-23 17:00:00+09:00,2024-01-24 17:00:00+09:00
ns-16904409679649498,instance-1183-0,Running,2024-01-25 08:30:00+09:00,2024-01-26 08:30:00+09:00
ns-16904409679649498,instance-1203-0,Running,2023-11-08 21:15:00+09:00,2023-11-09 09:00:00+09:00
ns-16904409679649498,instance-1203-0,Running,2023-11-09 09:30:00+09:00,2023-11-10 09:15:00+09:00
ns-16904409679649498,instance-1203-0,Running,2023-11-10 11:30:00+09:00,2023-11-11 11:30:00+09:00
ns-16904409679649498,instance-1203-0,Running,2023-11-13 08:15:00+09:00,2023-11-14 08:15:00+09:00
ns-16904409679649498,instance-1203-0,Running,2023-11-14 09:00:00+09:00,2023-11-14 15:00:00+09:00
ns-16904409679649498,instance-1203-0,Running,2023-11-15 16:00:00+09:00,2023-11-15 16:15:00+09:00
ns-16904409679649498,instance-1203-0,Running,2023-11-15 18:30:00+09:00,2023-11-16 09:45:00+09:00
ns-16904409679649498,instance-1203-0,Running,2024-01-08 08:45:00+09:00,2024-01-08 10:00:00+09:00
ns-16904409679649498,instance-1203-0,Running,2024-01-10 09:45:00+09:00,2024-01-11 07:45:00+09:00
ns-16904409679649498,instance-1203-0,Running,2024-01-11 08:45:00+09:00,2024-01-12 07:15:00+09:00
ns-16904409679649498,instance-1203-0,Running,2024-01-18 16:30:00+09:00,2024-01-19 16:30:00+09:00
ns-16904409679649498,instance-1203-0,Running,2024-01-19 20:30:00+09:00,2024-01-20 20:30:00+09:00
ns-16904409679649498,instance-1203-0,Running,2024-01-22 07:30:00+09:00,2024-01-24 07:15:00+09:00
ns-16904409679649498,instance-1203-0,Running,2024-01-24 07:30:00+09:00,2024-01-25 07:30:00+09:00
ns-16904409679649498,instance-1203-0,Running,2024-01-29 07:00:00+09:00,2024-01-30 07:00:00+09:00
ns-16904409679649498,instance-1203-0,Pending,2024-01-30 07:30:00+09:00,2024-01-30 09:00:00+09:00
ns-16904409679649498,instance-1236-0,Running,2023-12-14 13:45:00+09:00,2023-12-22 13:45:00+09:00
ns-16904409679649498,instance-1236-0,Running,2023-12-28 15:45:00+09:00,2023-12-29 15:45:00+09:00
ns-16904409679649498,instance-1236-0,Running,2024-01-04 10:00:00+09:00,2024-01-05 10:15:00+09:00
ns-16904409679649498,instance-1293-0,Running,2023-11-09 10:00:00+09:00,2023-11-10 10:00:00+09:00
ns-16904409679649498,instance-1366-0,Running,2023-11-14 14:45:00+09:00,2023-11-15 18:15:00+09:00
