namespace,pod,phase,start,finish
ns-16904409679649498,violet-run-pipeline-gpu-flk62-1199582912,Failed,2023-11-24 18:00:00+09:00,2023-11-25 18:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-fq245-314349883,Running,2024-01-10 10:15:00+09:00,2024-01-10 10:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-fvrwg-3472182721,Running,2023-11-30 17:45:00+09:00,2023-12-04 09:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-g22xp-1907981786,Running,2023-11-28 18:30:00+09:00,2023-12-01 15:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-g45q7-144219255,Running,2024-01-16 17:45:00+09:00,2024-01-16 18:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-g4hk8-2741232651,Running,2023-12-12 13:45:00+09:00,2024-01-02 01:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-g4qgc-2834592541,Running,2023-12-18 13:45:00+09:00,2023-12-19 00:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-g4qgc-2834592541,Failed,2023-12-19 00:45:00+09:00,2023-12-20 00:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-g55qp-3899501611,Running,2023-12-11 08:30:00+09:00,2023-12-13 08:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-g8wjp-400607379,Failed,2023-12-04 17:15:00+09:00,2023-12-05 17:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-g98t4-608576205,Running,2023-12-21 16:30:00+09:00,2023-12-22 14:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-gcwxj-570633946,Running,2024-01-10 11:00:00+09:00,2024-01-13 16:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-gfvht-1311960518,Running,2023-11-22 14:30:00+09:00,2023-11-23 06:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-ghs7b-2726565390,Running,2023-12-30 13:30:00+09:00,2023-12-31 01:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-gmthr-2443386175,Running,2024-01-23 13:15:00+09:00,2024-01-24 16:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-gmthr-2443386175,Succeeded,2024-01-24 16:15:00+09:00,2024-01-25 16:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-gnd5n-1710628013,Running,2023-12-24 16:45:00+09:00,2023-12-30 13:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-gp4c7-3307082716,Running,2024-01-24 15:15:00+09:00,2024-01-30 16:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-gplk4-1259171671,Running,2024-02-01 20:30:00+09:00,2024-02-01 20:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-gplk4-1259171671,Failed,2024-02-01 20:45:00+09:00,2024-02-02 20:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-gr7s2-1300792980,Running,2024-01-29 07:45:00+09:00,2024-01-30 09:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-grfwv-1150304829,Running,2023-12-28 03:45:00+09:00,2023-12-28 04:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-gvkgv-882823620,Failed,2023-12-04 17:00:00+09:00,2023-12-05 17:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-h6cm4-379948595,Running,2023-12-01 10:15:00+09:00,2023-12-07 15:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-h6fqd-840725110,Running,2024-01-05 17:15:00+09:00,2024-01-10 11:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-h6m77-432979856,Failed,2023-12-28 03:30:00+09:00,2023-12-29 03:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-h7wbt-279665657,Running,2024-01-02 08:15:00+09:00,2024-01-02 08:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-h8ffl-1692545781,Pending,2023-11-21 15:30:00+09:00,2023-11-22 10:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-h8ffl-1692545781,Running,2023-11-22 10:00:00+09:00,2023-11-22 17:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-h9k9h-1096992746,Running,2024-01-08 16:15:00+09:00,2024-01-11 05:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-h9k9h-1096992746,Failed,2024-01-11 05:30:00+09:00,2024-01-12 05:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-h9k9h-1096992746,Running,2024-01-14 15:00:00+09:00,2024-01-17 11:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-h9lqb-2829638815,Pending,2023-12-06 16:15:00+09:00,2023-12-07 10:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-h9lqb-2829638815,Running,2023-12-07 10:45:00+09:00,2023-12-08 16:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hbbgm-1746798765,Running,2024-01-02 00:45:00+09:00,2024-01-02 01:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hbbgm-1746798765,Failed,2024-01-02 01:00:00+09:00,2024-01-03 00:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hch5g-240983488,Failed,2024-02-01 21:00:00+09:00,2024-02-02 20:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hgbtb-1694162468,Running,2023-12-29 17:30:00+09:00,2023-12-29 19:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hhdbh-4084793887,Running,2023-12-26 11:45:00+09:00,2023-12-26 15:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hjkhd-737103060,Running,2023-12-24 15:15:00+09:00,2023-12-24 16:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hjkhd-737103060,Failed,2023-12-24 16:00:00+09:00,2023-12-25 16:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hmphc-3005506469,Running,2023-12-28 04:00:00+09:00,2023-12-29 14:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hn4hk-640879784,Running,2023-12-08 21:00:00+09:00,2023-12-14 22:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hn4hk-640879784,Succeeded,2023-12-14 22:45:00+09:00,2023-12-15 22:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hncvb-2387745484,Pending,2023-12-18 15:00:00+09:00,2023-12-18 15:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hncvb-2387745484,Running,2023-12-18 15:15:00+09:00,2023-12-27 14:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hndcn-327083716,Pending,2023-11-23 11:15:00+09:00,2023-11-24 06:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hndcn-327083716,Failed,2023-11-24 06:00:00+09:00,2023-11-25 06:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hp4nz-2477139337,Running,2023-11-30 09:45:00+09:00,2023-12-04 10:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hsfjz-3696232590,Pending,2024-01-30 16:45:00+09:00,2024-01-31 10:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hsfjz-3696232590,Running,2024-01-31 10:30:00+09:00,2024-01-31 11:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hsfjz-3696232590,Failed,2024-01-31 11:15:00+09:00,2024-02-01 11:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-htrtb-3514714329,Running,2023-11-22 17:00:00+09:00,2023-11-22 17:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-htrtb-3514714329,Failed,2023-11-22 17:30:00+09:00,2023-11-23 17:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hwtc6-1693212079,Failed,2023-12-26 15:15:00+09:00,2023-12-27 15:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hxbvr-1622881279,Running,2024-01-02 08:30:00+09:00,2024-01-24 10:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-hxc4p-3165992062,Running,2023-11-22 17:45:00+09:00,2023-11-23 09:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-j8xnn-2992655883,Running,2023-12-04 10:00:00+09:00,2023-12-07 15:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-jdwf6-1909730548,Running,2023-12-04 17:30:00+09:00,2023-12-09 09:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-jdwf6-1909730548,Succeeded,2023-12-09 09:30:00+09:00,2023-12-10 09:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-jgdnh-544506832,Running,2024-01-08 10:00:00+09:00,2024-01-15 19:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-jhwg5-3735731488,Running,2024-01-11 19:15:00+09:00,2024-01-12 10:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-jlbhf-3234668083,Pending,2023-12-09 09:15:00+09:00,2023-12-09 09:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-jlbhf-3234668083,Running,2023-12-09 09:30:00+09:00,2023-12-11 09:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-jlbhf-3234668083,Succeeded,2023-12-11 09:00:00+09:00,2023-12-12 09:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-jms8w-3551857596,Running,2023-12-27 12:00:00+09:00,2023-12-27 14:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-jms8w-3551857596,Failed,2023-12-27 14:30:00+09:00,2023-12-28 14:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-jtkwf-2855373491,Running,2023-12-23 16:15:00+09:00,2023-12-24 03:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-k279x-435367196,Running,2023-12-17 00:30:00+09:00,2023-12-17 11:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-k279x-435367196,Failed,2023-12-17 11:30:00+09:00,2023-12-18 11:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-k728t-880551737,Running,2024-01-24 17:00:00+09:00,2024-01-25 06:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-k728t-880551737,Failed,2024-01-25 06:45:00+09:00,2024-01-25 08:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-k728t-880551737,Running,2024-01-25 08:15:00+09:00,2024-01-25 23:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-k728t-880551737,Failed,2024-01-25 23:00:00+09:00,2024-01-25 23:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-k728t-880551737,Running,2024-01-25 23:45:00+09:00,2024-02-05 08:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-k8f9l-2834723455,Running,2024-01-18 18:00:00+09:00,2024-01-19 09:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-kbfzg-471070835,Running,2023-12-05 21:30:00+09:00,2023-12-06 03:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-kbfzg-471070835,Failed,2023-12-06 03:30:00+09:00,2023-12-07 03:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-kdq2b-4123708927,Failed,2023-12-23 16:00:00+09:00,2023-12-24 16:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-kkmms-3360975330,Pending,2024-01-30 11:15:00+09:00,2024-01-30 12:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-kkmms-3360975330,Running,2024-01-30 12:45:00+09:00,2024-02-01 10:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-knrx7-2374723613,Running,2023-12-24 18:30:00+09:00,2023-12-26 18:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-kx8j9-3232684845,Failed,2023-12-30 13:00:00+09:00,2023-12-31 13:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-kzhj4-3456783790,Failed,2023-11-30 14:45:00+09:00,2023-12-01 14:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-l7w9q-2083896429,Running,2024-01-04 09:00:00+09:00,2024-01-04 13:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-l9s84-913604121,Running,2024-01-12 23:45:00+09:00,2024-01-13 02:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-lhkgw-780639444,Running,2024-01-08 09:00:00+09:00,2024-01-08 10:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-lj484-3628558047,Running,2023-11-23 09:00:00+09:00,2023-11-28 16:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-lpcvm-2207421033,Failed,2023-12-29 15:30:00+09:00,2023-12-30 15:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-lq5c6-4242495716,Running,2023-11-14 15:00:00+09:00,2023-11-15 18:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-lq7kc-1017939287,Running,2024-01-17 08:00:00+09:00,2024-01-18 16:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-lss2v-3216184079,Failed,2024-01-15 14:30:00+09:00,2024-01-16 14:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-lxc9z-853359367,Pending,2023-12-24 00:00:00+09:00,2023-12-24 01:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-lxc9z-853359367,Running,2023-12-24 01:15:00+09:00,2023-12-24 02:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-lxc9z-853359367,Failed,2023-12-24 02:00:00+09:00,2023-12-25 02:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-lxdsr-3056629494,Running,2023-11-28 16:30:00+09:00,2023-11-28 17:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-lxdsr-3056629494,Failed,2023-11-28 17:00:00+09:00,2023-11-29 17:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-m2dbz-3270852346,Running,2023-12-04 13:30:00+09:00,2023-12-04 17:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-m46vh-3517775556,Running,2023-11-08 21:15:00+09:00,2023-11-16 17:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-m52gc-4131660967,Pending,2023-11-24 12:45:00+09:00,2023-11-24 13:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-m52gc-4131660967,Running,2023-11-24 13:45:00+09:00,2023-11-29 21:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-m52gc-4131660967,Failed,2023-11-29 21:30:00+09:00,2023-11-30 21:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-m5gkk-1044189022,Running,2024-01-17 00:45:00+09:00,2024-01-17 01:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-m5gkk-1044189022,Failed,2024-01-17 01:00:00+09:00,2024-01-18 00:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-m89p8-1187423269,Running,2023-12-26 23:15:00+09:00,2023-12-27 00:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-m89p8-1187423269,Failed,2023-12-27 00:30:00+09:00,2023-12-28 00:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-m9q6t-1609047836,Running,2023-12-06 11:15:00+09:00,2023-12-20 10:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mccz6-129052770,Running,2023-12-26 20:00:00+09:00,2023-12-26 20:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mccz6-129052770,Failed,2023-12-26 20:45:00+09:00,2023-12-27 20:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mcfj5-3790648592,Running,2023-11-22 14:00:00+09:00,2023-11-25 14:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mcfj5-3790648592,Failed,2023-11-25 14:15:00+09:00,2023-11-26 14:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mdx4s-1168587679,Running,2023-12-08 08:30:00+09:00,2023-12-13 08:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mfztz-2607341898,Running,2023-11-23 10:15:00+09:00,2023-11-23 10:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mj95p-379769760,Running,2024-01-17 11:15:00+09:00,2024-01-17 11:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mj95p-379769760,Failed,2024-01-17 11:45:00+09:00,2024-01-17 13:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mj95p-379769760,Running,2024-01-17 13:00:00+09:00,2024-01-17 14:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mj95p-379769760,Failed,2024-01-17 14:00:00+09:00,2024-01-17 14:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mj95p-379769760,Running,2024-01-17 14:15:00+09:00,2024-01-17 15:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mj95p-379769760,Failed,2024-01-17 15:15:00+09:00,2024-01-17 15:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mj95p-379769760,Running,2024-01-17 15:30:00+09:00,2024-01-18 04:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mj95p-379769760,Failed,2024-01-18 04:00:00+09:00,2024-01-18 08:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mj95p-379769760,Running,2024-01-18 08:30:00+09:00,2024-01-30 00:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mjktv-3558851891,Running,2024-02-01 20:45:00+09:00,2024-02-02 16:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mjwrd-1682696363,Running,2023-11-17 20:45:00+09:00,2023-11-24 06:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mjwrd-1682696363,Failed,2023-11-24 06:00:00+09:00,2023-11-25 06:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mlzrx-1891767276,Failed,2023-12-06 10:30:00+09:00,2023-12-07 10:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mngfc-883818940,Running,2023-11-27 08:30:00+09:00,2023-12-05 05:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mngfc-883818940,Failed,2023-12-05 05:45:00+09:00,2023-12-06 05:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mp6tg-3442695057,Running,2023-12-07 15:45:00+09:00,2023-12-12 15:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mrx4s-1484515517,Pending,2023-12-15 19:15:00+09:00,2023-12-16 07:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mrx4s-1484515517,Running,2023-12-16 07:30:00+09:00,2023-12-16 18:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mrx4s-1484515517,Failed,2023-12-16 18:15:00+09:00,2023-12-17 18:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mt7rk-1191068414,Pending,2023-12-26 23:15:00+09:00,2023-12-27 00:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mt7rk-1191068414,Running,2023-12-27 00:30:00+09:00,2023-12-29 17:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mtrnc-461812747,Running,2023-11-25 16:30:00+09:00,2023-11-26 11:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mtrws-3799946812,Running,2023-12-27 20:15:00+09:00,2023-12-27 23:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-mtrws-3799946812,Failed,2023-12-27 23:30:00+09:00,2023-12-28 23:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-n5lg8-2655423345,Running,2023-12-29 19:30:00+09:00,2023-12-30 00:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-n74hr-826594044,Running,2024-01-02 18:30:00+09:00,2024-01-08 08:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-n8p5m-2382868817,Running,2023-12-11 08:45:00+09:00,2024-01-02 18:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-n8z87-2676103458,Running,2023-11-11 16:00:00+09:00,2023-11-11 16:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-n9rg4-229354915,Running,2024-01-12 08:00:00+09:00,2024-01-12 18:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-n9rg4-229354915,Succeeded,2024-01-12 18:30:00+09:00,2024-01-13 18:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-ndmtp-2220204154,Running,2023-12-20 09:30:00+09:00,2023-12-22 09:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-ndmtp-2220204154,Succeeded,2023-12-22 09:00:00+09:00,2023-12-23 09:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-nhthq-1788714890,Running,2024-02-07 11:30:00+09:00,2024-02-08 00:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-nkzkv-3657696935,Running,2023-12-18 14:15:00+09:00,2023-12-19 01:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-nkzkv-3657696935,Failed,2023-12-19 01:45:00+09:00,2023-12-20 01:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-nnwbp-3812149920,Running,2023-12-04 17:30:00+09:00,2023-12-07 15:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-nnwbp-3812149920,Succeeded,2023-12-07 15:15:00+09:00,2023-12-08 15:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-nq62s-735847259,Failed,2023-12-05 11:15:00+09:00,2023-12-06 11:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-nvg7l-1828564311,Running,2023-12-16 16:45:00+09:00,2023-12-17 09:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-nvg7l-1828564311,Failed,2023-12-17 09:15:00+09:00,2023-12-18 09:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-nxw68-2238497002,Running,2023-11-21 17:15:00+09:00,2023-11-21 20:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-nxw68-2238497002,Failed,2023-11-21 20:15:00+09:00,2023-11-22 20:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-p4f6v-1116444571,Running,2023-12-07 15:45:00+09:00,2023-12-12 15:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-p57rk-1836437728,Running,2023-11-21 11:00:00+09:00,2023-11-22 14:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-p6wm9-4237331130,Running,2023-11-23 13:15:00+09:00,2023-11-24 18:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-p72xp-2413290666,Running,2024-01-19 22:45:00+09:00,2024-01-20 23:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-p7f7j-351015129,Running,2023-12-21 10:45:00+09:00,2023-12-22 14:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-p8wxs-262102197,Running,2023-12-31 02:00:00+09:00,2023-12-31 02:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-p9ggm-216987153,Pending,2023-11-24 18:30:00+09:00,2023-11-25 08:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-p9ggm-216987153,Running,2023-11-25 08:30:00+09:00,2023-11-28 17:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-p9lhm-2317837067,Running,2024-02-02 16:15:00+09:00,2024-02-05 13:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-pf6lg-1612545394,Failed,2024-01-30 14:30:00+09:00,2024-01-31 14:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-plv42-3561070837,Running,2024-01-23 15:45:00+09:00,2024-01-29 07:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-pqdqj-1187381983,Running,2024-01-11 08:30:00+09:00,2024-01-11 09:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-pxsr4-1340460384,Running,2024-01-01 02:30:00+09:00,2024-01-01 06:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-pxsr4-1340460384,Failed,2024-01-01 06:15:00+09:00,2024-01-02 06:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-pz2zc-2341084632,Pending,2023-12-11 17:00:00+09:00,2023-12-12 08:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-pz2zc-2341084632,Running,2023-12-12 08:00:00+09:00,2023-12-22 23:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-pzlxx-4126595415,Running,2024-02-01 20:30:00+09:00,2024-02-01 20:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-q4jlk-4094098657,Running,2023-11-17 09:15:00+09:00,2023-11-18 19:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-q6k47-2102910114,Running,2023-12-11 13:30:00+09:00,2023-12-15 19:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-q6k47-2102910114,Succeeded,2023-12-15 19:45:00+09:00,2023-12-16 19:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-q7lh2-713499359,Running,2024-01-10 10:30:00+09:00,2024-01-10 13:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-q82z8-427303108,Running,2024-01-18 17:00:00+09:00,2024-01-23 15:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-q8vbq-2566611081,Running,2023-11-22 17:00:00+09:00,2023-11-22 17:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-q8vbq-2566611081,Failed,2023-11-22 17:30:00+09:00,2023-11-23 17:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-q9grr-2704749764,Running,2023-11-15 16:00:00+09:00,2023-11-22 14:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-q9wdk-144452535,Pending,2023-11-29 09:15:00+09:00,2023-11-29 16:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-q9wdk-144452535,Running,2023-11-29 16:15:00+09:00,2023-11-30 09:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-qc6wg-3302500617,Running,2023-11-23 10:45:00+09:00,2023-11-24 18:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-qdm94-2147748742,Pending,2024-01-04 13:00:00+09:00,2024-01-04 13:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-qdm94-2147748742,Running,2024-01-04 13:15:00+09:00,2024-01-07 00:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-qg98v-1803363110,Running,2024-02-02 16:00:00+09:00,2024-02-08 00:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-qgwwz-3368465201,Running,2024-02-01 10:30:00+09:00,2024-02-08 00:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-qj97l-3470366462,Pending,2023-11-30 15:30:00+09:00,2023-11-30 16:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-qj97l-3470366462,Running,2023-11-30 16:30:00+09:00,2023-11-30 17:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-qj97l-3470366462,Succeeded,2023-11-30 17:30:00+09:00,2023-12-01 17:15:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-qlcv9-584898368,Pending,2023-12-26 20:00:00+09:00,2023-12-26 21:00:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-qlcv9-584898368,Running,2023-12-26 21:00:00+09:00,2023-12-26 21:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-qlcv9-584898368,Failed,2023-12-26 21:45:00+09:00,2023-12-27 21:30:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-qmx54-2022652188,Running,2023-11-17 09:15:00+09:00,2023-11-18 19:45:00+09:00
ns-16904409679649498,violet-run-pipeline-gpu-qpxsr-2959165079,Running,2023-12-23 10:30:00+09:00,2023-12-23 11:15:00+09:00
