time_s,used_gpu,total_gpu,alloc_pct
0.0,15,16,93.75
3600.0,15,16,93.75
7200.0,15,16,93.75
10800.0,15,16,93.75
18000.0,15,16,93.75
21600.0,15,16,93.75
172806.5,14,16,87.5
172806.5,11,16,68.75
172806.5,9,16,56.25
172806.5,8,16,50.0
172806.5,12,16,75.0
241926.5,4,16,25.0
241926.5,15,16,93.75
288000.0,15,16,93.75
345611.0,11,16,68.75
345611.0,15,16,93.75
347773.0,11,16,68.75
347773.0,15,16,93.75
388097.5,11,16,68.75
388097.5,15,16,93.75
442800.0,15,16,93.75
460800.0,15,16,93.75
483853.0,8,16,50.0
483853.0,16,16,100.0
518415.5,12,16,75.0
518415.5,12,16,75.0
522000.0,12,16,75.0
525600.0,12,16,75.0
529200.0,12,16,75.0
547200.0,12,16,75.0
612000.0,12,16,75.0
630022.0,8,16,50.0
630022.0,15,16,93.75
656659.5,12,16,75.0
656659.5,14,16,87.5
694800.0,14,16,87.5
725779.5,9,16,56.25
725779.5,14,16,87.5
792000.0,14,16,87.5
829464.0,12,16,75.0
829464.0,12,16,75.0
871946.5,5,16,31.25
871946.5,11,16,68.75
950400.0,11,16,68.75
967706.0,8,16,50.0
967706.0,6,16,37.5
967706.0,14,16,87.5
1040400.0,14,16,87.5
1044751.0,8,16,50.0
1044751.0,14,16,87.5
1051955.5,8,16,50.0
1051955.5,15,16,93.75
1209630.5,7,16,43.75
1209630.5,16,16,100.0
1293880.0,9,16,56.25
1293880.0,14,16,87.5
1324800.0,14,16,87.5
1451557.0,11,16,68.75
1451557.0,5,16,31.25
1451557.0,15,16,93.75
1466684.5,10,16,62.5
1466684.5,10,16,62.5
1508400.0,10,16,62.5
1562400.0,10,16,62.5
1573200.0,10,16,62.5
1584000.0,10,16,62.5
1609200.0,10,16,62.5
1648800.0,10,16,62.5
1663200.0,10,16,62.5
1693483.5,2,16,12.5
1693483.5,0,16,0.0
1693483.5,13,16,81.25
1731600.0,13,16,81.25
1742400.0,13,16,81.25
1746000.0,13,16,81.25
1753200.0,13,16,81.25
1800000.0,13,16,81.25
1836000.0,13,16,81.25
1843200.0,13,16,81.25
1866290.0,6,16,37.5
1866290.0,5,16,31.25
1866290.0,15,16,93.75
1918800.0,15,16,93.75
1935410.0,10,16,62.5
1935410.0,16,16,100.0
1950536.5,12,16,75.0
1950536.5,10,16,62.5
1950536.5,16,16,100.0
1960621.0,10,16,62.5
1960621.0,14,16,87.5
1965667.5,11,16,68.75
1965667.5,11,16,68.75
2039096.5,7,16,43.75
2039096.5,15,16,93.75
2081587.5,14,16,87.5
2081587.5,14,16,87.5
2089501.0,6,16,37.5
2089501.0,13,16,81.25
2108216.5,7,16,43.75
2108216.5,11,16,68.75
2160000.0,11,16,68.75
2170800.0,11,16,68.75
2178000.0,11,16,68.75
2181600.0,11,16,68.75
2210467.5,7,16,43.75
2210467.5,14,16,87.5
2253600.0,14,16,87.5
2262307.5,11,16,68.75
2262307.5,16,16,100.0
2277434.0,14,16,87.5
2277434.0,14,16,87.5
2281021.0,10,16,62.5
2281021.0,16,16,100.0
2435114.0,13,16,81.25
2435114.0,15,16,93.75
2437272.0,8,16,50.0
2437272.0,15,16,93.75
2440800.0,15,16,93.75
2448000.0,15,16,93.75
2496318.5,13,16,81.25
2496318.5,13,16,81.25
2505600.0,13,16,81.25
2509200.0,13,16,81.25
2512800.0,13,16,81.25
2522945.5,7,16,43.75
2522945.5,14,16,87.5
2523600.0,14,16,87.5
2527200.0,14,16,87.5
2548156.5,7,16,43.75
2548156.5,15,16,93.75
2620800.0,15,16,93.75
2656800.0,15,16,93.75
2695752.0,11,16,68.75
2695752.0,15,16,93.75
2696400.0,15,16,93.75
2764872.0,12,16,75.0
2764872.0,12,16,75.0
2769923.0,7,16,43.75
2769923.0,12,16,75.0
2782800.0,12,16,75.0
2785043.0,11,16,68.75
2785043.0,16,16,100.0
2790083.0,14,16,87.5
2790083.0,14,16,87.5
2797200.0,14,16,87.5
2854800.0,14,16,87.5
2862000.0,14,16,87.5
2868556.5,10,16,62.5
2868556.5,10,16,62.5
2876400.0,10,16,62.5
2883600.0,10,16,62.5
2941200.0,10,16,62.5
2991687.5,5,16,31.25
2991687.5,13,16,81.25
3011847.5,8,16,50.0
3011847.5,15,16,93.75
3038400.0,15,16,93.75
3042000.0,15,16,93.75
3049200.0,15,16,93.75
3114000.0,15,16,93.75
3128400.0,15,16,93.75
3135600.0,15,16,93.75
3233612.0,7,16,43.75
3233612.0,15,16,93.75
3253772.0,8,16,50.0
3253772.0,15,16,93.75
3369600.0,15,16,93.75
3387600.0,15,16,93.75
3412800.0,15,16,93.75
3426578.5,11,16,68.75
3426578.5,14,16,87.5
3466800.0,14,16,87.5
3475538.5,7,16,43.75
3475538.5,6,16,37.5
3475538.5,10,16,62.5
3481200.0,10,16,62.5
3484800.0,10,16,62.5
3495698.5,7,16,43.75
3495698.5,15,16,93.75
3499200.0,15,16,93.75
3505783.0,12,16,75.0
3505783.0,12,16,75.0
3540343.0,8,16,50.0
3540343.0,14,16,87.5
3564000.0,14,16,87.5
3567600.0,14,16,87.5
3578400.0,14,16,87.5
3586423.0,6,16,37.5
3586423.0,16,16,100.0
3601549.5,12,16,75.0
3601549.5,12,16,75.0
3605147.5,6,16,37.5
3605147.5,13,16,81.25
3654000.0,13,16,81.25
3664800.0,13,16,81.25
3677149.5,7,16,43.75
3677149.5,16,16,100.0
3680752.0,9,16,56.25
3680752.0,15,16,93.75
3702356.0,12,16,75.0
3702356.0,15,16,93.75
3707400.5,12,16,75.0
3707400.5,12,16,75.0
3736800.0,12,16,75.0
3747600.0,12,16,75.0
3759956.5,6,16,37.5
3759956.5,16,16,100.0
3763563.0,10,16,62.5
3763563.0,10,16,62.5
3765003.0,6,16,37.5
3765003.0,15,16,93.75
3770049.5,8,16,50.0
3770049.5,12,16,75.0
3798116.0,11,16,68.75
3798116.0,16,16,100.0
3813236.0,11,16,68.75
3813236.0,11,16,68.75
3885969.5,9,16,56.25
3885969.5,16,16,100.0
3942854.0,12,16,75.0
3942854.0,15,16,93.75
3974400.0,15,16,93.75
3988800.0,15,16,93.75
3992400.0,15,16,93.75
3996000.0,15,16,93.75
3999600.0,15,16,93.75
4040040.5,10,16,62.5
4040040.5,15,16,93.75
4078800.0,15,16,93.75
4089600.0,15,16,93.75
4095485.0,10,16,62.5
4095485.0,14,16,87.5
4115658.5,11,16,68.75
4115658.5,16,16,100.0
4127894.0,9,16,56.25
4127894.0,15,16,93.75
4165200.0,15,16,93.75
4168800.0,15,16,93.75
4171103.0,10,16,62.5
4171103.0,16,16,100.0
4248860.5,14,16,87.5
4248860.5,14,16,87.5
4337409.5,10,16,62.5
4337409.5,10,16,62.5
4345200.0,10,16,62.5
4356000.0,10,16,62.5
4359600.0,10,16,62.5
4369820.5,6,16,37.5
4369820.5,13,16,81.25
4413027.5,7,16,43.75
4413027.5,16,16,100.0
4611745.0,9,16,56.25
