policy,n,q_p50,q_p90,q_p99,q_max,sd_p50,sd_p90,sd_max,alloc_max,alloc_avg
sfqa,111586,1503027.5,5465566.699999999,7275589.199999999,7600072.8000000045,982.6143274853802,59622.84374999997,756999.0599999994,100.0,98.63906695887499
sfqa-auto,111586,3426443.000000002,7055046.0,7538680.6000000015,7558182.800000001,2125.4425153374236,90709.79701492535,754989.2699999999,100.0,98.67631847836374
