pod,queue_sec,jct_sec
ph-application-1508364558011-0177-rc85x,505.0,516.0
ph-application-1508364558011-0422-4gk2b,125.0,137.0
ph-application-1508364558011-0493-lrq44,516.0,517.0
ph-application-1508364558011-0600-vhgng,133.0,134.0
ph-application-1508364558011-0704-x65w7,136.0,148.0
ph-application-1508364558011-0835-kslxr,134.0,146.0
ph-application-1508364558011-10089-tqbbz,195.0,207.0
ph-application-1508364558011-10114-n4pgz,195.0,207.0
ph-application-1508364558011-10192-4bz8g,205.0,216.0
ph-application-1508364558011-10229-mtrcv,210.0,222.0
ph-application-1508364558011-10254-rtqp2,210.0,222.0
ph-application-1508364558011-10421-ltmmd,210.0,222.0
ph-application-1508364558011-10474-hc9vl,210.0,222.0
ph-application-1508364558011-10504-vktvt,210.0,222.0
ph-application-1508364558011-10628-pqgnp,215.0,227.0
ph-application-1508364558011-11050-j2w8h,432.0,433.0
ph-application-1508364558011-11383-qm7df,195.0,207.0
ph-application-1508364558011-11467-6w2rd,199.0,210.0
ph-application-1508364558011-11653-6cltg,203.0,215.0
ph-application-1508364558011-11688-w9txc,203.0,215.0
ph-application-1508364558011-11825-nfrpv,201.0,213.0
ph-application-1508364558011-12215-l7tdl,199.0,211.0
ph-application-1508364558011-12238-ht7qf,200.0,211.0
ph-application-1508364558011-12399-b69nq,203.0,215.0
ph-application-1508364558011-12466-5hx5x,204.0,215.0
ph-application-1508364558011-12878-qccdf,205.0,216.0
ph-application-1508364558011-12968-mbh4r,207.0,219.0
ph-application-1508364558011-12997-b2zfq,207.0,219.0
ph-application-1508364558011-1305-fvtgn,123.0,135.0
ph-application-1508364558011-13117-fmzdh,203.0,215.0
ph-application-1508364558011-13246-7c9z2,202.0,213.0
ph-application-1508364558011-13268-zf485,217.0,229.0
ph-application-1508364558011-13346-82g2c,198.0,209.0
ph-application-1508364558011-13460-tlmmd,226.0,228.0
ph-application-1508364558011-13613-8dlvp,198.0,209.0
ph-application-1508364558011-13628-flbd9,198.0,209.0
ph-application-1508364558011-13900-bzqk2,399.0,400.0
ph-application-1508364558011-13952-pg5jw,211.0,222.0
ph-application-1508364558011-13990-vhn7r,199.0,210.0
ph-application-1508364558011-14119-nj8rm,204.0,216.0
ph-application-1508364558011-14122-4bkxl,215.0,226.0
ph-application-1508364558011-1424-sv9h6,502.0,503.0
ph-application-1508364558011-14341-hnxzm,219.0,230.0
ph-application-1508364558011-14498-fpjpv,393.0,395.0
ph-application-1508364558011-14620-4lz8g,398.0,401.0
ph-application-1508364558011-14969-5lkzk,391.0,404.0
ph-application-1508364558011-14972-2bz4j,391.0,404.0
ph-application-1508364558011-14987-xlgmc,391.0,404.0
ph-application-1508364558011-14996-bds62,391.0,404.0
ph-application-1508364558011-15015-jcklp,390.0,393.0
ph-application-1508364558011-15263-7c6w7,390.0,403.0
ph-application-1508364558011-15504-5c8z2,386.0,388.0
ph-application-1508364558011-15538-m4k4x,389.0,400.0
ph-application-1508364558011-15570-2lnrc,400.0,401.0
ph-application-1508364558011-15611-hhkgh,387.0,399.0
ph-application-1508364558011-15820-kbbck,400.0,402.0
ph-application-1508364558011-15870-kjj4x,383.0,385.0
ph-application-1508364558011-15896-2xct6,388.0,399.0
ph-application-1508364558011-16113-8ld6v,390.0,401.0
ph-application-1508364558011-16134-fdzx6,395.0,407.0
ph-application-1508364558011-16219-77fd6,400.0,411.0
ph-application-1508364558011-16304-bfm9l,394.0,405.0
ph-application-1508364558011-16339-d4lv5,398.0,409.0
ph-application-1508364558011-16356-f5tw6,403.0,414.0
ph-application-1508364558011-16517-72cb2,408.0,419.0
ph-application-1508364558011-1678-5j2zn,118.0,129.0
ph-application-1508364558011-16849-65blt,402.0,413.0
ph-application-1508364558011-17007-rtvb9,401.0,413.0
ph-application-1508364558011-17014-xbflf,401.0,403.0
ph-application-1508364558011-17064-v794b,399.0,411.0
ph-application-1508364558011-17108-k2qc7,399.0,411.0
ph-application-1508364558011-17267-f5g62,397.0,409.0
ph-application-1508364558011-17339-jgw2f,401.0,403.0
ph-application-1508364558011-17632-82vkj,397.0,408.0
ph-application-1508364558011-17655-k95kl,402.0,413.0
ph-application-1508364558011-17904-jb6z2,398.0,409.0
ph-application-1508364558011-17945-g7hps,398.0,409.0
ph-application-1508364558011-1804-7hqc4,122.0,133.0
ph-application-1508364558011-18258-hh4pz,402.0,414.0
ph-application-1508364558011-18327-pcqjl,402.0,414.0
ph-application-1508364558011-18345-m4ttn,403.0,414.0
ph-application-1508364558011-18419-qv92f,402.0,413.0
ph-application-1508364558011-18482-cgrd7,418.0,429.0
ph-application-1508364558011-18486-d8b8g,407.0,418.0
ph-application-1508364558011-18540-xmhd6,412.0,424.0
ph-application-1508364558011-18572-29pwt,411.0,423.0
ph-application-1508364558011-1862-mr9f2,122.0,133.0
ph-application-1508364558011-18789-g54jg,410.0,422.0
ph-application-1508364558011-1883-j47t2,121.0,132.0
ph-application-1508364558011-18922-ld94l,1178.0,1189.0
ph-application-1508364558011-19128-mdxrr,421.0,432.0
ph-application-1508364558011-1934-gsxfs,121.0,132.0
ph-application-1508364558011-19382-gc7wq,406.0,417.0
ph-application-1508364558011-19441-jwvpv,412.0,423.0
ph-application-1508364558011-19579-4hj4m,415.0,427.0
ph-application-1508364558011-19665-x5khg,411.0,423.0
ph-application-1508364558011-19797-dlzjb,409.0,421.0
ph-application-1508364558011-20195-p5692,407.0,419.0
ph-application-1508364558011-20217-6tthl,412.0,424.0
ph-application-1508364558011-20330-qsqtn,414.0,425.0
ph-application-1508364558011-20432-nnlfm,412.0,423.0
ph-application-1508364558011-20626-sxkmq,407.0,418.0
ph-application-1508364558011-20627-22jd9,412.0,424.0
ph-application-1508364558011-20810-d98br,406.0,418.0
ph-application-1508364558011-21060-ct2j4,403.0,414.0
ph-application-1508364558011-21125-fm4xj,400.0,411.0
ph-application-1508364558011-21187-5dwh9,404.0,415.0
ph-application-1508364558011-21457-5kgfx,406.0,418.0
ph-application-1508364558011-21507-8qtwv,406.0,418.0
ph-application-1508364558011-21519-4bll7,406.0,418.0
