policy,n,q_p50,q_p90,q_p99,q_max,sd_p50,sd_p90,sd_max,alloc_max,alloc_avg
fifo,97838,2394404.0,4353216.5,4939264.0,4983163.0,2777.6085844229674,51501.85882352941,456724.75,100.0,93.05795337716083
sjf,120104,2.5,751.5,1052781.5,9463441.5,1.0238095238095237,2.12,131675.6769230769,100.0,98.11578186212297
las,120104,1842.0,37462.5,2527156.5,9554507.0,3.2521985242090365,109.08974358974359,203149.75,100.0,99.33640301869868
kueue,120104,1842.0,37462.5,2527156.5,9554507.0,3.2521985242090365,109.08974358974359,203149.75,100.0,99.33640301869868
easy,120104,898444.0,3561863.5,4197958.5,5701715.0,743.8936688311688,5150.968817204301,57882.06043956044,100.0,97.19173958435047
themis,120104,4.5,1391.5,866684.0,9706235.5,1.0351941747572815,3.625,111038.91538461538,100.0,98.68971334901187
sfqa,100144,1245520.0,4234473.5,4839386.5,4967799.0,1698.6522435897436,28645.007692307692,439564.0909090909,100.0,93.81354335113214
sfqa-auto,97882,2422502.0,4390253.5,4968317.0,5018915.0,2556.2463037634407,48783.390410958906,459370.9,100.0,93.09442509481381
fgd,120104,1842.0,37462.5,2527156.5,9554507.0,3.2521985242090365,109.08974358974359,203149.75,100.0,99.33640301869868
