policy,n,q_p50,q_p90,q_p99,q_max,sd_p50,sd_p90,sd_max,alloc_max,alloc_avg
fifo,62735,2.0,3774.5,48889.0,84266.0,1.0108108108108107,3.708920187793427,7531.2,100.0,65.59738802123593
sjf,62735,2.0,4.0,3325.0,311229.5,1.008849557522124,1.0833333333333333,30653.3,100.0,65.48264300388192
las,62735,2.0,4.0,9591.5,310986.0,1.009090909090909,1.0952380952380953,29768.2,100.0,65.31674541296923
kueue,62735,2.0,4.0,9591.5,310986.0,1.009090909090909,1.0952380952380953,29768.2,100.0,65.31674541296923
easy,62735,2.0,4.0,17804.0,81702.0,1.0099255583126552,1.1379310344827587,2552.65,100.0,65.05762818834502
themis,62735,2.0,4.0,3405.5,310486.5,1.008849557522124,1.0833333333333333,30407.65,100.0,65.4771243221674
sfqa,62735,2.0,3274.0,36967.5,87371.0,1.0108108108108107,3.5908315565031983,5328.6,100.0,65.54912054912278
sfqa-auto,62735,2.0,3243.5,42268.5,84054.0,1.0108108108108107,3.659113193158296,6873.25,100.0,65.54073265181938
fgd,62735,2.0,4.0,9591.5,310986.0,1.009090909090909,1.0952380952380953,29768.2,100.0,65.31674541296923
